Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
10,"Brayshaw, Angus",23y 227d,80 (35-0-45 43.75%),37 (0.46),←,
31,"Fritsch, Bayley",22y 261d,45 (21-0-24 46.67%),37 (0.82),←,
17,"Frost, Sam",25y 361d,91 (36-0-55 39.56%),8 (0.09),70 (31-0-39 44.29%),6 (0.09)
11,"Gawn, Max",27y 237d,120 (46-0-74 38.33%),58 (0.48),←,
4,"Harmes, James",23y 323d,91 (42-0-49 46.15%),56 (0.62),←,
14,"Hibberd, Michael",29y 233d,142 (68-1-73 48.24%),13 (0.09),58 (28-0-30 48.28%),2 (0.03)
34,"Hore, Marty",23y 172d,14 (5-0-9 35.71%),1 (0.07),←,
29,"Hunt, Jayden",24y 143d,68 (29-0-39 42.65%),31 (0.46),←,
2,"Jones, Nathan",31y 216d,286 (88-3-195 31.29%),138 (0.48),←,
24,"Kennedy Harris, Jay",24y 156d,39 (13-0-26 33.33%),12 (0.31),←,
8,"Lever, Jake",23y 172d,75 (46-0-29 61.33%),3 (0.04),19 (8-0-11 42.11%),
6,"Lewis, Jordan",33y 122d,319 (200-1-118 62.85%),161 (0.50),55 (31-0-24 56.36%),16 (0.29)
18,"Melksham, Jake",27y 360d,168 (81-1-86 48.51%),125 (0.74),54 (29-0-25 53.70%),68 (1.26)
30,"Neal-Bullen, Alex",23y 227d,73 (35-0-38 47.95%),57 (0.78),←,
13,"Oliver, Clayton",22y 33d,82 (40-0-42 48.78%),26 (0.32),←,
5,"Petracca, Christian",23y 232d,85 (39-0-46 45.88%),79 (0.93),←,
21,"Preuss, Braydon",24y 69d,15 (3-0-12 20.00%),9 (0.60),7 (2-0-5 28.57%),4 (0.57)
3,"Salem, Christian",24y 40d,90 (37-0-53 41.11%),19 (0.21),←,
9,"Spargo, Charlie",19y 272d,26 (15-0-11 57.69%),16 (0.62),←,
15,"Stretch, Billy",22y 350d,47 (19-0-28 40.43%),10 (0.21),←,
7,"Viney, Jack",25y 133d,119 (40-0-79 33.61%),31 (0.26),←,
40,"Wagner, Corey",22y 154d,19 (2-0-17 10.53%),6 (0.32),11 (1-0-10 9.09%),6 (0.55)
Totals,Totals,25y 5d,2094 (940-6-1148 44.89%),933 (0.45),,
C,"Goodwin, Simon",42y 241d,70 (33-0-37 47.14%),,69 (33-0-36 47.83%),
