Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Akermanis, Jason",13,6,4,17,1,1.0,,3.0,,5.0,3.0,3.0,,1.0,,3.0,14.0,,3.0,1.0,,,89.0
5,"Boyd, Matthew",22,8,10,32,,1.0,,7.0,4.0,11.0,7.0,8.0,,3.0,,9.0,22.0,,,2.0,4.0,2.0,97.0
17,"Cooney, Adam",9,3,4,13,,,,3.0,1.0,2.0,4.0,1.0,2.0,,,9.0,4.0,1.0,1.0,,,,68.0
14,"Darcy, Luke",5,3,2,7,,,10.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,6.0,,,3.0,,1.0,79.0
10,"Eagleton, Nathan",9,5,17,26,1,,,7.0,3.0,2.0,2.0,,,,,7.0,18.0,,,4.0,,,77.0
29,"Everitt, Andrejs",8,2,9,17,,,1.0,2.0,1.0,2.0,1.0,,3.0,,,9.0,9.0,,,6.0,,1.0,89.0
13,"Giansiracusa, Daniel",11,6,5,16,1,1.0,,5.0,1.0,3.0,2.0,,1.0,,,3.0,12.0,,2.0,1.0,,,80.0
40,"Harbrow, Jarrod",8,2,1,9,,,,1.0,1.0,3.0,1.0,3.0,2.0,,,4.0,5.0,,,2.0,,1.0,56.0
25,"Hargrave, Ryan",21,11,4,25,1,1.0,,1.0,9.0,3.0,1.0,3.0,,,,6.0,18.0,,,2.0,2.0,,98.0
19,"Higgins, Shaun",5,4,12,17,,1.0,,2.0,3.0,2.0,,,,,,4.0,13.0,,,2.0,,,83.0
31,"Hill, Josh",5,3,5,10,,,,,,,,1.0,,,,3.0,6.0,2.0,,,,,49.0
6,"Johnson, Brad",19,8,7,26,,2.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,,,8.0,15.0,1.0,,2.0,3.0,,86.0
36,"Lake, Brian",18,11,2,20,,1.0,,2.0,2.0,1.0,,3.0,,2.0,,7.0,13.0,2.0,1.0,2.0,5.0,,100.0
23,"McMahon, Jordan",6,7,3,9,,,,2.0,,,,2.0,,,,2.0,7.0,1.0,,2.0,5.0,,98.0
38,"Morris, Dale",6,3,10,16,,1.0,,8.0,2.0,1.0,4.0,2.0,3.0,1.0,,7.0,8.0,,,6.0,,,100.0
2,"Murphy, Robert",6,5,2,8,,2.0,,2.0,1.0,2.0,,2.0,,2.0,,1.0,7.0,,1.0,3.0,,,83.0
15,"Power, Sam",9,5,8,17,,,,3.0,1.0,2.0,1.0,2.0,,,,5.0,12.0,,,2.0,,,91.0
1,"Ray, Farren",11,4,12,23,1,,1.0,2.0,1.0,4.0,6.0,3.0,1.0,2.0,,9.0,14.0,,,,3.0,,95.0
34,"Skipper, Wayde",14,4,3,17,1,,12.0,7.0,1.0,2.0,3.0,,2.0,,,5.0,11.0,,,3.0,,,71.0
35,"Tiller, Stephen",3,2,2,5,2,,,1.0,,,,2.0,1.0,2.0,,1.0,4.0,,1.0,,,,69.0
37,"Wight, Cameron",5,5,3,8,1,,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,,4.0,4.0,1.0,1.0,1.0,1.0,,59.0
12,"Williams, Tom",5,3,2,7,,1.0,,,1.0,1.0,,1.0,,,,1.0,5.0,,,4.0,1.0,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,110,127,345,9,17.0,26.0,62.0,34.0,52.0,37.0,42.0,19.0,14.0,,108.0,227.0,8.0,10.0,48.0,24.0,5.0,
Opposition,Opposition,186,89,202,388,24,14.0,39.0,50.0,38.0,61.0,26.0,35.0,14.0,19.0,6.0,113.0,269.0,7.0,22.0,58.0,19.0,17.0,
