Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",19y 245d,10 (6-0-4 60.00%),1 (0.10),←,
21,"Akermanis, Jason",30y 105d,257 (156-4-97 61.48%),316 (1.23),9 (5-0-4 55.56%),9 (1.00)
5,"Boyd, Matthew",24y 286d,79 (35-0-44 44.30%),23 (0.29),←,
17,"Cooney, Adam",21y 252d,76 (35-0-41 46.05%),81 (1.07),←,
4,"Cross, Daniel",24y 71d,80 (35-1-44 44.38%),14 (0.17),←,
14,"Darcy, Luke",31y 332d,215 (96-4-115 45.58%),176 (0.82),←,
10,"Eagleton, Nathan",28y 211d,204 (92-3-109 45.83%),175 (0.86),148 (66-1-81 44.93%),130 (0.88)
13,"Giansiracusa, Daniel",25y 90d,114 (45-2-67 40.35%),106 (0.93),←,
9,"Gilbee, Lindsay",25y 336d,108 (48-1-59 44.91%),57 (0.53),←,
16,"Griffen, Ryan",20y 317d,51 (28-0-23 54.90%),16 (0.31),←,
8,"Hahn, Mitch",26y 30d,107 (43-1-63 40.65%),71 (0.66),←,
40,"Harbrow, Jarrod",18y 326d,4 (4-0-0 100.00%),,←,
25,"Hargrave, Ryan",25y 318d,105 (44-2-59 42.86%),28 (0.27),←,
19,"Higgins, Shaun",19y 97d,16 (10-0-6 62.50%),20 (1.25),←,
6,"Johnson, Brad",30y 326d,289 (134-5-150 47.23%),434 (1.50),←,
36,"Lake, Brian",25y 102d,86 (35-0-51 40.70%),9 (0.10),←,
38,"Morris, Dale",24y 162d,52 (30-0-22 57.69%),1 (0.02),←,
2,"Murphy, Robert",25y,117 (45-2-70 39.32%),85 (0.73),←,
1,"Ray, Farren",21y 78d,52 (25-0-27 48.08%),22 (0.42),←,
11,"Street, Peter",27y 3d,71 (30-1-40 42.96%),15 (0.21),54 (23-0-31 42.59%),12 (0.22)
7,"West, Scott",32y 207d,311 (146-4-161 47.59%),103 (0.33),←,
12,"Williams, Tom",20y 327d,2 (2-0-0 100.00%),,←,
Totals,Totals,25y 9d,2406 (1124-30-1252 46.72%),1753 (0.73),,
C,"Eade, Rodney",49y 66d,209 (112-2-95 54.07%),,57 (31-0-26 54.39%),
