Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
43,"Barrett, Jake",22y 255d,22 (8-0-14 36.36%),18 (0.82),21 (8-0-13 38.10%),18 (0.86)
9,"Beams, Dayne",28y 159d,163 (86-2-75 53.37%),162 (0.99),53 (10-0-43 18.87%),44 (0.83)
13,"Berry, Jarrod",20y 166d,32 (7-0-25 21.88%),18 (0.56),←,
3,"Christensen, Allen",27y 63d,115 (58-0-57 50.43%),95 (0.83),50 (9-0-41 18.00%),39 (0.78)
20,"Cox, Cedric",20y 336d,12 (3-0-9 25.00%),3 (0.25),←,
26,"Cutler, Tom",23y 151d,60 (15-0-45 25.00%),30 (0.50),←,
27,"Gardiner, Darcy",22y 302d,79 (20-0-59 25.32%),4 (0.05),←,
30,"Hipwood, Eric",20y 311d,47 (11-0-36 23.40%),72 (1.53),←,
35,"Lester, Ryan",25y 329d,114 (33-0-81 28.95%),45 (0.39),←,
12,"Martin, Stefan",31y 246d,153 (36-1-116 23.86%),40 (0.26),96 (22-0-74 22.92%),17 (0.18)
36,"Mathieson, Rhys",21y 192d,32 (9-0-23 28.13%),16 (0.50),←,
6,"McCluggage, Hugh",20y 140d,35 (8-0-27 22.86%),14 (0.40),←,
46,"McInerney, Oscar",24y 11d,12 (4-0-8 33.33%),11 (0.92),←,
25,"McStay, Daniel",23y 27d,74 (17-0-57 22.97%),48 (0.65),←,
16,"Rayner, Cam",18y 273d,17 (4-0-13 23.53%),16 (0.94),←,
10,"Rich, Daniel",28y 44d,178 (56-1-121 31.74%),102 (0.57),←,
18,"Robertson, Nick",23y 48d,63 (11-0-52 17.46%),8 (0.13),←,
5,"Robinson, Mitch",29y 44d,163 (63-1-99 38.96%),86 (0.53),63 (12-0-51 19.05%),28 (0.44)
28,"Taylor, Lewis",23y 154d,102 (22-0-80 21.57%),78 (0.76),←,
14,"Walker, Josh",25y 251d,69 (28-1-40 41.30%),68 (0.99),36 (9-0-27 25.00%),33 (0.92)
29,"Witherden, Alex",19y 314d,26 (6-0-20 23.08%),3 (0.12),←,
15,"Zorko, Dayne",29y 162d,139 (41-0-98 29.50%),158 (1.14),←,
Totals,Totals,24y 48d,1707 (546-6-1155 31.99%),1095 (0.64),,
C,"Fagan, Chris",57y 28d,39 (9-0-30 23.08%),,←,
