Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",15,3,9,24,,,,2.0,,,,,,5.0,,,,,,,,,
50,"Ballantyne, Jon",5,2,1,6,,1.0,,,,,,,1.0,,,,,,,,,,
35,"Baxter, Darren",15,1,3,18,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
18,"Cameron, Leon",11,,4,15,,,,,,,,,,,,,,,,,,,
6,"Campbell, Tony",9,,1,10,,,,1.0,,,,,3.0,1.0,,,,,,,,,
20,"Coleman, Glenn",7,2,6,13,1,,4.0,,,,,,,2.0,,,,,,,,,
26,"Del-Re, Danny",9,3,3,12,,1.0,,2.0,,,,,,4.0,,,,,,,,,
32,"Foster, Peter",9,6,12,21,,,,3.0,,,,,,1.0,2.0,,,,,,,,
29,"Grant, Chris",14,5,7,21,3,4.0,,,,,,,1.0,2.0,,,,,,,,,
7,"Hawkins, Doug",5,,4,9,1,,,1.0,,,,,,,,,,,,,,,
21,"Kolyniuk, Steven",11,2,4,15,1,3.0,,2.0,,,,,1.0,1.0,,,,,,,,,
39,"Liberatore, Tony",19,1,17,36,,,,5.0,,,,,,4.0,3.0,,,,,,,,
27,"Macpherson, Stephen",19,5,4,23,1,1.0,,4.0,,,,,1.0,1.0,,,,,,,,,
25,"Mansfield, Matthew",9,1,1,10,,,,1.0,,,,,1.0,1.0,,,,,,,,,
5,"Moloney, Troy",10,1,3,13,,,,1.0,,,,,1.0,2.0,,,,,,,,,
31,"Smith, Rohan",8,2,1,9,1,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
17,"Standfield, Barry",13,3,2,15,1,2.0,1.0,3.0,,,,,2.0,3.0,,,,,,,,,
8,"Toohey, Bernard",12,3,3,15,,2.0,,2.0,,,,,2.0,2.0,,,,,,,,,
24,"Wallis, Stephen",18,3,5,23,1,,,2.0,,,,,3.0,2.0,,,,,,,,,
15,"Wynd, Scott",5,3,6,11,,,20.0,1.0,,,,,3.0,,1.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,223,46,96,319,11,18.0,25.0,33.0,,,,,22.0,33.0,6.0,,,,,,,,
Opposition,Opposition,233,79,82,315,6,6.0,7.0,19.0,,,,,33.0,22.0,,,,,,,,,
