Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",28y 283d,126 (80-1-45 63.89%),202 (1.60),←,
21,"Barlow, Michael",28y 128d,118 (75-1-42 63.98%),77 (0.65),←,
30,"Clarke, Zac",26y 27d,90 (50-1-39 56.11%),46 (0.51),←,
17,"Crozier, Hayden",22y 122d,36 (20-0-16 55.56%),27 (0.75),←,
3,"Dawson, Zac",30y 62d,151 (94-4-53 63.58%),7 (0.05),74 (48-1-25 65.54%),3 (0.04)
7,"Fyfe, Nat",24y 219d,117 (72-1-44 61.97%),104 (0.89),←,
28,"Grey, Brady",20y 279d,2 (0-0-2 0.00%),,←,
12,"Griffin, Jonathon",30y 101d,80 (42-0-38 52.50%),28 (0.35),39 (21-0-18 53.85%),21 (0.54)
32,"Hill, Stephen",25y 359d,156 (89-0-67 57.05%),101 (0.65),←,
37,"Johnson, Michael",31y 187d,209 (115-1-93 55.26%),63 (0.30),←,
23,"Mayne, Chris",27y 174d,155 (91-1-63 59.03%),181 (1.17),←,
27,"Neale, Lachie",22y 336d,75 (45-0-30 60.00%),37 (0.49),←,
29,"Pavlich, Matthew",34y 115d,340 (167-0-173 49.12%),677 (1.99),←,
25,"Pearce, Alex",20y 320d,17 (9-0-8 52.94%),3 (0.18),←,
6,"Pearce, Danyle",30y 17d,231 (111-2-118 48.48%),119 (0.52),77 (52-1-24 68.18%),43 (0.56)
11,"Sheridan, Tom",22y 179d,43 (27-0-16 62.79%),14 (0.33),←,
34,"Spurr, Lee",28y 272d,87 (62-1-24 71.84%),5 (0.06),←,
33,"Sutcliffe, Cam",23y 337d,73 (50-1-22 69.18%),15 (0.21),←,
20,"Taberner, Matthew",22y 312d,31 (19-0-12 61.29%),25 (0.81),←,
18,"Tucker, Darcy",19y 92d,1 (0-0-1 0.00%),,←,
10,"Walters, Michael",25y 108d,77 (49-1-27 64.29%),151 (1.96),←,
14,"Weller, Lachie",20y 61d,8 (2-0-6 25.00%),1 (0.13),←,
Totals,Totals,25y 286d,2223 (1269-15-939 57.09%),1883 (0.85),,
C,"Lyon, Ross",49y 168d,223 (143-5-75 65.25%),,102 (67-1-34 66.18%),
