Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Leon",25,3,10,35,1,,,3.0,,,,,,2.0,2.0,,,,,,,,
16,"Croft, Matthew",4,2,6,10,,,1.0,1.0,,,,,1.0,,,,,,,,,,
3,"Grant, Chris",10,5,6,16,3,,,1.0,,,,,2.0,,,,,,,,,,
1,"Grgic, Ilija",8,6,9,17,,,19.0,3.0,,,,,2.0,3.0,,,,,,,,,
37,"Hargraves, Daniel",7,4,3,10,2,1.0,,1.0,,,,,,,,,,,,,,,
6,"Johnson, Brad",3,,5,8,,,,3.0,,,,,2.0,,,,,,,,,,
4,"Kellett, Nigel",6,4,7,13,,1.0,,4.0,,,,,,,,,,,,,,,
2,"Kolyniuk, Steven",13,,2,15,2,2.0,,,,,,,3.0,,,,,,,,,,
12,"Koster, Kym",7,2,9,16,,1.0,,,,,,,1.0,,,,,,,,,,
35,"Kretiuk, Steven",3,3,1,4,,,,2.0,,,,,,1.0,,,,,,,,,
36,"Lane, Tyson",4,2,1,5,,1.0,,3.0,,,,,,3.0,,,,,,,,,
39,"Liberatore, Tony",20,,14,34,1,2.0,,3.0,,,,,2.0,,1.0,,,,,,,,
44,"Osborne, Richard",8,6,,8,4,2.0,,2.0,,,,,1.0,,,,,,,,,,
22,"Quill, Peter",7,3,6,13,,,,,,,,,,1.0,,,,,,,,,
11,"Romero, Jose",10,1,7,17,,1.0,,2.0,,,,,,,,,,,,,,,
5,"Smith, Rohan",14,2,2,16,,2.0,,2.0,,,,,,1.0,,,,,,,,,
8,"Southern, Daniel",3,2,4,7,,,,3.0,,,,,,,,,,,,,,,
17,"Standfield, Barry",4,2,4,8,,,2.0,,,,,,1.0,,,,,,,,,,
24,"Wallis, Stephen",10,3,4,14,,,,1.0,,,,,,,,,,,,,,,
25,"Watts, Jason",5,1,3,8,1,,,2.0,,,,,,,,,,,,,,,
7,"West, Scott",14,1,7,21,,,,2.0,,,,,3.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,185,52,110,295,14,14.0,22.0,38.0,,,,,18.0,12.0,3.0,,,,,,,,
Opposition,Opposition,201,96,88,289,14,12.0,20.0,31.0,,,,,12.0,18.0,3.0,,,,,,,,
