Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Aliir, Aliir",21y 288d,2 (2-0-0 100.00%),,←,
23,"Franklin, Lance",29y 141d,234 (149-1-84 63.89%),753 (3.22),52 (40-0-12 76.92%),173 (3.33)
39,"Grundy, Heath",30y 17d,200 (126-2-72 63.50%),23 (0.12),←,
4,"Hannebery, Dan",25y 116d,157 (103-2-52 66.24%),76 (0.48),←,
5,"Heeney, Isaac",20y 45d,27 (19-0-8 70.37%),33 (1.22),←,
29,"Hewett, George",20y 173d,11 (10-0-1 90.91%),10 (0.91),←,
15,"Jack, Kieren",28y 357d,198 (124-3-71 63.38%),136 (0.69),←,
10,"Jones, Zak",21y 96d,26 (17-0-9 65.38%),3 (0.12),←,
12,"Kennedy, Josh",27y 365d,170 (111-2-57 65.88%),100 (0.59),157 (106-2-49 68.15%),96 (0.61)
44,"Lloyd, Jake",22y 273d,56 (42-0-14 75.00%),15 (0.27),←,
21,"McGlynn, Ben",30y 318d,163 (100-2-61 61.96%),184 (1.13),119 (77-2-40 65.55%),156 (1.31)
3,"McVeigh, Jarrad",31y 73d,276 (170-4-102 62.32%),188 (0.68),←,
14,"Mills, Callum",19y 78d,12 (9-0-3 75.00%),,←,
6,"Mitchell, Tom",23y 19d,52 (33-0-19 63.46%),30 (0.58),←,
13,"Nankervis, Toby",21y 312d,7 (3-0-4 42.86%),2 (0.29),←,
26,"Parker, Luke",23y 238d,114 (78-1-35 68.86%),87 (0.76),←,
24,"Rampe, Dane",26y 17d,85 (59-1-25 70.00%),5 (0.06),←,
16,"Rohan, Gary",25y 12d,66 (42-1-23 64.39%),49 (0.74),←,
1,"Rose, James",20y 64d,5 (3-0-2 60.00%),5 (1.00),←,
18,"Sinclair, Callum",26y 270d,41 (32-1-8 79.27%),26 (0.63),12 (10-0-2 83.33%),8 (0.67)
40,"Smith, Nick",28y 7d,154 (98-2-54 64.29%),9 (0.06),←,
22,"Towers, Dean",26y 46d,22 (15-0-7 68.18%),12 (0.55),←,
Totals,Totals,25y 2d,2078 (1345-22-711 64.73%),1746 (0.84),,
C,"Longmire, John",45y 171d,136 (93-2-41 69.12%),,←,
