Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",28y 319d,219 (95-0-124 43.38%),153 (0.70),←,
3,"Deledio, Brett",20y 18d,49 (21-0-28 42.86%),20 (0.41),←,
41,"Foley, Nathan",21y 240d,33 (12-0-21 36.36%),5 (0.15),←,
34,"Hughes, Cleve",20y 111d,5 (2-0-3 40.00%),9 (1.80),←,
31,"Hyde, Chris",24y 270d,75 (21-0-54 28.00%),27 (0.36),←,
23,"Jackson, Daniel",21y 11d,23 (6-0-17 26.09%),5 (0.22),←,
17,"Johnson, Kane",29y 52d,186 (82-0-104 44.09%),68 (0.37),82 (27-0-55 32.93%),24 (0.29)
46,"King, Jake",23y 41d,3 (0-0-3 0.00%),,←,
38,"McGuane, Luke",20y 83d,8 (0-0-8 0.00%),,←,
22,"Meyer, Danny",20y 276d,15 (8-0-7 53.33%),5 (0.33),←,
40,"Moore, Kelvin",23y 42d,21 (1-0-20 4.76%),7 (0.33),←,
1,"Newman, Chris",24y 353d,95 (31-0-64 32.63%),10 (0.11),←,
29,"Oakley-Nicholls, Jarrad",19y 86d,6 (2-0-4 33.33%),,←,
15,"Pettifer, Kayne",25y 104d,87 (35-0-52 40.23%),93 (1.07),←,
6,"Polak, Graham",22y 324d,79 (40-0-39 50.63%),12 (0.15),6 (0-0-6 0.00%),3 (0.50)
4,"Raines, Andrew",21y 59d,35 (14-0-21 40.00%),1 (0.03),←,
12,"Richardson, Matthew",32y 48d,240 (103-0-137 42.92%),703 (2.93),←,
25,"Schulz, Jay",22y 18d,43 (13-0-30 30.23%),40 (0.93),←,
5,"Simmonds, Troy",28y 297d,151 (73-0-78 48.34%),110 (0.73),47 (21-0-26 44.68%),44 (0.94)
30,"Tambling, Richard",20y 236d,39 (18-0-21 46.15%),30 (0.77),←,
21,"Tuck, Shane",25y 133d,53 (21-0-32 39.62%),26 (0.49),←,
35,"White, Matt",20y 21d,12 (5-0-7 41.67%),3 (0.25),←,
Totals,Totals,23y 159d,1477 (603-0-874 40.83%),1327 (0.90),,
C,"Wallace, Terry",48y 144d,198 (100-2-96 51.01%),,50 (21-0-29 42.00%),
