Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
14,"Birchall, Grant",20y 145d,53 (31-0-22 58.49%),5 (0.09),←,
20,"Boyle, Tim",24y 145d,31 (18-0-13 58.06%),39 (1.26),←,
30,"Brown, Campbell",24y 298d,109 (50-0-59 45.87%),38 (0.35),←,
39,"Campbell, Robert",26y 19d,91 (47-0-44 51.65%),23 (0.25),←,
31,"Dew, Stuart",28y 308d,187 (108-3-76 58.56%),248 (1.33),7 (6-0-1 85.71%),3 (0.43)
8,"Ellis, Xavier",20y 114d,26 (19-0-7 73.08%),5 (0.19),←,
23,"Franklin, Lance",21y 143d,69 (34-0-35 49.28%),186 (2.70),←,
27,"Gilham, Stephen",23y 293d,42 (29-0-13 69.05%),1 (0.02),41 (29-0-12 70.73%),1 (0.02)
18,"Guerra, Brent",26y 23d,144 (99-0-45 68.75%),89 (0.62),48 (30-0-18 62.50%),6 (0.13)
15,"Hodge, Luke",24y 6d,121 (56-0-65 46.28%),83 (0.69),←,
4,"Ladson, Rick",24y 124d,87 (40-0-47 45.98%),36 (0.41),←,
3,"Lewis, Jordan",22y 58d,72 (34-0-38 47.22%),22 (0.31),←,
5,"Mitchell, Sam",25y 253d,121 (57-0-64 47.11%),21 (0.17),←,
35,"Morton, Jarryd",19y 260d,5 (3-0-2 60.00%),,←,
29,"Murphy, Tom",22y 94d,20 (9-0-11 45.00%),3 (0.15),←,
7,"Osborne, Michael",25y 328d,89 (39-0-50 43.82%),40 (0.45),←,
34,"Renouf, Brent",20y 49d,2 (1-0-1 50.00%),,←,
33,"Rioli, Cyril",18y 343d,13 (11-0-2 84.62%),14 (1.08),←,
2,"Roughead, Jarryd",21y 150d,71 (37-0-34 52.11%),98 (1.38),←,
22,"Tuck, Travis",20y 288d,6 (4-0-2 66.67%),1 (0.17),←,
6,"Williams, Mark",25y 69d,86 (34-0-52 39.53%),200 (2.33),←,
11,"Young, Clinton",22y 126d,57 (32-0-25 56.14%),21 (0.37),←,
Totals,Totals,23y 49d,1502 (792-3-707 52.73%),1173 (0.78),,
C,"Clarkson, Alastair",40y 55d,81 (39-0-42 48.15%),,←,
