Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
25,"AhMat, Robert",7,3,10,17,,,,,,,,,,,,,,,,,,,
26,"Brown, Gavin",7,8,17,24,1,,,,,,,,2.0,1.0,,,,,,,,,
5,"Buckley, Nathan",23,3,5,28,,,,,,,,,1.0,2.0,1.0,,,,,,,,
17,"Burns, Scott",9,5,8,17,2,,,1.0,,,,,,1.0,,,,,,,,,
28,"Crosisca, Gavin",5,5,5,10,,,,,,,,,,3.0,,,,,,,,,
39,"Crow, Scott",13,4,6,19,3,,,1.0,,,,,1.0,,,,,,,,,,
24,"Curran, Chris",10,8,10,20,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
2,"Francis, Tony",19,1,10,29,1,,,3.0,,,,,3.0,,,,,,,,,,
27,"McDonald, Alex",12,6,3,15,,,,,,,,,1.0,2.0,,,,,,,,,
1,"Monkhorst, Damian",7,7,11,18,,,22.0,,,,,,2.0,1.0,2.0,,,,,,,,
32,"Orchard, Mark",8,1,9,17,,,,2.0,,,,,,,,,,,,,,,
6,"Patterson, Stephen",,,,,,,,,,,,,,1.0,,,,,,,,,
16,"Pitt, Steven",4,2,3,7,,1.0,,1.0,,,,,,,,,,,,,,,
35,"Prestigiacomo, Simon",4,1,2,6,,,3.0,2.0,,,,,1.0,1.0,,,,,,,,,
36,"Rocca, Saverio",10,7,1,11,5,3.0,,,,,,,,,,,,,,,,,
29,"Russell, Scott",15,5,10,25,2,,,2.0,,,,,1.0,2.0,,,,,,,,,
12,"Schauble, Andrew",5,2,5,10,1,,2.0,2.0,,,,,1.0,,,,,,,,,,
30,"Sharkey, Paul",5,,1,6,1,3.0,,1.0,,,,,,,,,,,,,,,
14,"Watson, Shane",12,7,4,16,4,,1.0,,,,,,1.0,,,,,,,,,,
22,"Wild, Jason",7,3,6,13,1,,,1.0,,,,,,,,,,,,,,,
10,"Williams, Paul",15,7,9,24,3,,,2.0,,,,,1.0,,3.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,85,135,332,24,9.0,28.0,19.0,,,,,16.0,15.0,6.0,,,,,,,,
Opposition,Opposition,181,73,113,294,14,12.0,24.0,20.0,,,,,15.0,16.0,,,,,,,,,
