St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
11,"Anderson, Dean",26y 328d,110 (68-1-41 62.27%),92 (0.84),27 (10-1-16 38.89%),18 (0.67)
14,"Bardsley, Kristian",21y 285d,14 (5-1-8 39.29%),11 (0.79),9 (3-1-5 38.89%),7 (0.78)
3,"Burke, Nathan",24y 139d,152 (66-2-84 44.08%),44 (0.29),←,
42,"Carr, Alister",21y 53d,3 (0-1-2 16.67%),1 (0.33),←,
10,"Everitt, Peter",20y 53d,22 (9-1-12 43.18%),29 (1.32),←,
2,"Frawley, Danny",30y 290d,216 (75-2-139 35.19%),13 (0.06),←,
24,"Frost, Michael",23y 178d,21 (8-1-12 40.48%),5 (0.24),8 (1-1-6 18.75%),2 (0.25)
6,"Grant, David",27y 322d,175 (64-1-110 36.86%),75 (0.43),←,
35,"Harvey, Robert",22y 308d,106 (53-2-51 50.94%),66 (0.62),←,
37,"Lappin, Matthew",18y 128d,3 (0-1-2 16.67%),,←,
28,"OBrien, Craig",24y 114d,45 (23-1-21 52.22%),79 (1.76),24 (9-1-14 39.58%),63 (2.63)
29,"Peckett, Justin",21y 263d,28 (13-1-14 48.21%),,←,
41,"Pekin, Tim",29y 154d,197 (97-2-98 49.75%),47 (0.24),90 (48-2-40 54.44%),32 (0.36)
31,"Shanahan, Jamie",26y 201d,52 (26-1-25 50.96%),,←,
39,"Shaw, Clinton",18y 51d,1 (0-1-0 50.00%),,←,
5,"Shaw, Damen",20y 64d,22 (10-1-11 47.73%),6 (0.27),←,
13,"Sierakowski, David",19y 178d,1 (0-1-0 50.00%),,←,
26,"Taylor, Kain",26y 254d,73 (24-2-47 34.25%),19 (0.26),←,
9,"Vidovic, Lazar",29y 85d,38 (21-1-16 56.58%),5 (0.13),←,
33,"Wakelin, Shane",19y 317d,10 (3-1-6 35.00%),4 (0.40),←,
7,"Winmar, Nicky",28y 273d,147 (65-1-81 44.56%),205 (1.39),←,
Totals,Totals,23y 331d,1436 (630-26-780 43.87%),701 (0.49),,
C,"Alves, Stan",48y 34d,12 (3-1-8 29.17%),,←,
