West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Banfield, Drew",12,7,10,22,,,,2.0,2.0,2.0,2.0,1.0,1.0,,,5.0,16.0,,,5.0,,,90.0
10,"Braun, Michael",9,4,8,17,,,,5.0,,2.0,1.0,2.0,2.0,,,3.0,14.0,,,,1.0,1.0,85.0
17,"Chick, Daniel",7,5,4,11,,,,2.0,1.0,4.0,,2.0,,1.0,,3.0,8.0,1.0,,8.0,3.0,,94.0
9,"Cousins, Ben",13,7,12,25,,,,3.0,,5.0,6.0,1.0,1.0,,,11.0,15.0,,,5.0,6.0,,87.0
20,"Cox, Dean",12,12,7,19,1,,13.0,,3.0,1.0,3.0,1.0,3.0,,,4.0,15.0,1.0,1.0,3.0,,,77.0
32,"Embley, Andrew",13,6,8,21,1,,,2.0,4.0,2.0,,,1.0,,,2.0,21.0,,1.0,3.0,5.0,,74.0
7,"Fletcher, Chad",12,6,9,21,,3.0,,2.0,,2.0,1.0,5.0,2.0,2.0,,5.0,17.0,,1.0,1.0,,1.0,77.0
1,"Gardiner, Michael",6,5,1,7,,,,,,1.0,,,1.0,,,2.0,5.0,1.0,1.0,1.0,,,82.0
23,"Glass, Darren",4,6,5,9,,,,2.0,,1.0,,,,,,2.0,7.0,1.0,,5.0,,,100.0
29,"Hansen, Ashley",5,3,1,6,1,,,,,1.0,,3.0,2.0,,,2.0,4.0,,2.0,,,,83.0
39,"Hunter, Adam",11,5,7,18,1,,,,3.0,1.0,,1.0,,1.0,,1.0,14.0,,1.0,4.0,1.0,,90.0
3,"Judd, Chris",14,3,12,26,,1.0,,7.0,2.0,7.0,6.0,2.0,1.0,2.0,,14.0,10.0,,1.0,2.0,4.0,1.0,91.0
4,"Kerr, Daniel",19,6,6,25,1,1.0,,3.0,2.0,5.0,3.0,4.0,1.0,3.0,,6.0,20.0,1.0,1.0,1.0,4.0,,78.0
21,"Lynch, Quinten",9,7,2,11,2,2.0,,,,3.0,,4.0,,2.0,,4.0,6.0,2.0,6.0,4.0,,1.0,100.0
33,"Matera, Phillip",4,1,,4,,,,,,2.0,1.0,4.0,,2.0,,,4.0,,,1.0,,1.0,87.0
31,"Nicoski, Mark",7,2,2,9,2,1.0,,,1.0,2.0,,2.0,2.0,2.0,,2.0,7.0,,,3.0,2.0,,93.0
28,"Sampi, Ashley",1,,1,2,,,,4.0,,1.0,1.0,,1.0,,,3.0,,,,1.0,,,56.0
14,"Seaby, Mark",3,5,5,8,,,10.0,2.0,1.0,,1.0,3.0,1.0,2.0,,2.0,6.0,,,2.0,,,38.0
37,"Selwood, Adam",5,2,3,8,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,4.0,5.0,,,1.0,,,42.0
41,"Staker, Brent",9,6,5,14,1,,,2.0,1.0,3.0,,3.0,1.0,2.0,,2.0,12.0,1.0,,4.0,4.0,,94.0
5,"Stenglein, Tyson",3,1,2,5,,,,3.0,,,1.0,1.0,,1.0,,2.0,3.0,,,2.0,,,93.0
44,"Wirrpanda, David",21,8,11,32,,1.0,,2.0,9.0,2.0,,3.0,1.0,1.0,,11.0,21.0,1.0,,2.0,3.0,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,107,121,320,10,14.0,23.0,41.0,30.0,48.0,27.0,43.0,23.0,22.0,,90.0,230.0,9.0,15.0,58.0,33.0,5.0,
Opposition,Opposition,184,99,124,308,12,10.0,26.0,31.0,37.0,42.0,29.0,45.0,22.0,23.0,6.0,91.0,219.0,6.0,12.0,31.0,16.0,7.0,
