Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",13,2,10,23,3,,,4.0,1.0,7.0,4.0,2.0,,,,12.0,11.0,1.0,1.0,5.0,1.0,3.0,90.0
31,"Allen, Jackson",11,5,4,15,,,,4.0,3.0,3.0,2.0,,1.0,,,7.0,8.0,,,1.0,1.0,,95.0
11,"Bennell, Harley",12,3,6,18,1,,1.0,,2.0,4.0,3.0,7.0,,3.0,,7.0,12.0,1.0,,1.0,1.0,1.0,83.0
3,"Brennan, Jared",9,5,6,15,,,3.0,4.0,,4.0,2.0,4.0,2.0,2.0,,5.0,10.0,,,3.0,,,79.0
30,"Brown, Campbell",9,7,4,13,3,,,1.0,,3.0,,4.0,,1.0,,3.0,10.0,2.0,4.0,1.0,,,96.0
28,"Caddy, Josh",8,4,8,16,1,1.0,,1.0,,3.0,2.0,,,,,7.0,9.0,1.0,1.0,1.0,,,77.0
23,"Dixon, Charlie",8,3,6,14,,,12.0,1.0,,2.0,6.0,2.0,3.0,1.0,,9.0,4.0,1.0,,2.0,,1.0,91.0
33,"Hall, Aaron",14,4,1,15,3,2.0,,7.0,1.0,5.0,1.0,1.0,,1.0,1.0,3.0,11.0,,,,,,82.0
5,"Harbrow, Jarrod",8,3,6,14,,,,2.0,2.0,3.0,2.0,3.0,,3.0,,4.0,10.0,1.0,,2.0,1.0,1.0,79.0
29,"Hine, Taylor",7,1,7,14,,,,6.0,,2.0,3.0,3.0,2.0,2.0,,6.0,9.0,,,2.0,,,82.0
42,"Horsley, Kyal",11,4,12,23,,1.0,,3.0,1.0,2.0,3.0,,,,,10.0,13.0,,,1.0,,,63.0
19,"Lynch, Tom",6,6,12,18,1,2.0,5.0,2.0,,1.0,3.0,1.0,1.0,1.0,,10.0,8.0,2.0,3.0,5.0,,,92.0
32,"Matera, Brandon",17,5,5,22,2,1.0,,,,3.0,2.0,2.0,2.0,1.0,3.0,7.0,14.0,1.0,3.0,,2.0,,81.0
45 ↓,"May, Steven",4,3,1,5,,,,,3.0,,,2.0,,1.0,,,5.0,,,1.0,,,69.0
18,"McKenzie, Trent",8,6,7,15,,1.0,1.0,8.0,,4.0,3.0,3.0,,1.0,,4.0,11.0,,1.0,2.0,2.0,,81.0
43,"Patrick, Liam",3,1,7,10,2,,,1.0,,3.0,,,,,,5.0,5.0,,1.0,3.0,,1.0,70.0
26,"Shaw, Matt",11,5,6,17,,1.0,,,1.0,4.0,1.0,1.0,,,,3.0,14.0,1.0,,3.0,2.0,1.0,97.0
25,"Stanley, Danny",14,12,12,26,,,,2.0,1.0,1.0,,3.0,1.0,1.0,,10.0,17.0,3.0,1.0,4.0,,2.0,97.0
24,"Swallow, David",16,7,8,24,,1.0,3.0,3.0,1.0,4.0,3.0,5.0,5.0,2.0,,12.0,13.0,,1.0,,,1.0,72.0
21 ↑,"Taylor, Jeremy",3,3,5,8,,,,1.0,,,,1.0,,1.0,,1.0,7.0,,1.0,1.0,,,31.0
14,"Warnock, Matthew",10,5,10,20,,,,,2.0,,,,2.0,,,8.0,11.0,1.0,,13.0,1.0,,98.0
4,"Weller, Maverick",9,5,7,16,,,,2.0,1.0,5.0,,2.0,,2.0,,2.0,14.0,,,4.0,,1.0,97.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,99,150,361,16,13.0,25.0,52.0,19.0,63.0,40.0,46.0,19.0,23.0,4.0,135.0,226.0,15.0,17.0,55.0,11.0,12.0,
Opposition,Opposition,205,92,126,331,12,7.0,48.0,42.0,43.0,35.0,34.0,42.0,23.0,19.0,2.0,128.0,192.0,12.0,10.0,43.0,12.0,8.0,
