West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Antonowicz, David",11,6,,11,,1.0,,,,2.0,,2.0,1.0,1.0,,2.0,9.0,2.0,1.0,,,,
6,"Banfield, Drew",11,2,10,21,1,,,5.0,1.0,3.0,3.0,2.0,,2.0,,12.0,8.0,,,4.0,,,
45,"Bellotti, Laurie",3,2,1,4,,,3.0,1.0,,1.0,,,,,,1.0,3.0,1.0,,,,,
35,"Crabb, Jaxon",4,1,1,5,1,,,,,1.0,2.0,,,1.0,,2.0,3.0,,,,,,
29,"Donnelly, Andrew",16,14,14,30,,,,,7.0,1.0,2.0,2.0,4.0,,,13.0,15.0,4.0,,3.0,,,
32,"Embley, Andrew",8,4,3,11,,,1.0,,,3.0,2.0,,,,,3.0,7.0,,,1.0,1.0,,
7,"Gehrig, Fraser",8,5,2,10,,,,,,7.0,1.0,1.0,1.0,2.0,,6.0,3.0,3.0,,,1.0,,
23,"Glass, Darren",1,2,8,9,,,,4.0,,,,1.0,1.0,,,5.0,4.0,2.0,,2.0,,,
38,"Haynes, David",2,,2,4,,,,,,1.0,,1.0,,,,1.0,3.0,,,1.0,1.0,,
27,"Jakovich, Glen",20,10,5,25,,,3.0,,11.0,,1.0,3.0,1.0,1.0,,7.0,18.0,1.0,,2.0,2.0,,
18,"Jones, Rowan",7,2,7,14,,1.0,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,7.0,6.0,1.0,,3.0,,,
2,"Kemp, Dean",19,8,9,28,,,,2.0,,6.0,5.0,5.0,2.0,2.0,,13.0,16.0,1.0,,2.0,3.0,,
30,"Matera, Peter",12,2,2,14,2,1.0,,3.0,3.0,,5.0,1.0,,,,8.0,6.0,,2.0,1.0,3.0,,
33,"Matera, Phillip",9,2,5,14,4,,,2.0,,4.0,2.0,2.0,2.0,,,6.0,8.0,,1.0,2.0,1.0,,
11,"McIntosh, Ashley",6,4,2,8,,,,,3.0,,,,,,,1.0,7.0,1.0,,2.0,,,
8,"Metropolis, Daniel",12,4,3,15,,,,,6.0,,,1.0,,,,4.0,6.0,,,2.0,,,
5,"Morrison, Chad",22,9,7,29,,1.0,,1.0,7.0,,,4.0,,,,5.0,24.0,1.0,,2.0,3.0,,
21,"OBrien, Michael",7,2,5,12,,1.0,,2.0,2.0,3.0,5.0,2.0,,1.0,,5.0,7.0,,,1.0,,,
36,"Read, Phillip",7,5,5,12,,1.0,,2.0,2.0,1.0,4.0,,1.0,1.0,,6.0,6.0,,1.0,1.0,,,
50,"Turnbull, Ryan",12,2,3,15,,,20.0,,2.0,3.0,3.0,1.0,2.0,,,9.0,6.0,2.0,,,,,
12,"White, Mitchell",12,9,4,16,3,,,,1.0,1.0,1.0,2.0,,1.0,,5.0,11.0,1.0,4.0,1.0,,,
37,"Williams, Andrew",9,6,7,16,,,,,2.0,,2.0,,,2.0,,5.0,8.0,1.0,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,101,105,323,11,10.0,27.0,24.0,48.0,38.0,39.0,33.0,16.0,15.0,,126.0,184.0,21.0,9.0,30.0,15.0,,
Opposition,Opposition,206,92,143,349,15,18.0,33.0,32.0,24.0,67.0,32.0,25.0,15.0,16.0,6.0,126.0,220.0,19.0,20.0,36.0,23.0,,
