Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Aleer, Leek",7,5,5,12,,,,4.0,1.0,,,1.0,2.0,,,7.0,5.0,2.0,,6.0,,,83.0
7,"Ash, Lachie",9,7,3,12,,3.0,,1.0,2.0,2.0,1.0,1.0,,,,3.0,9.0,,1.0,,,,77.0
32,"Briggs, Kieren",9,1,4,13,,1.0,14.0,3.0,4.0,2.0,7.0,7.0,4.0,5.0,,12.0,1.0,,,4.0,,1.0,77.0
46,"Brown, Callum",8,3,3,11,,,,,4.0,2.0,,1.0,1.0,,,4.0,7.0,1.0,,1.0,,,86.0
3,"Coniglio, Stephen",14,4,5,19,,,,4.0,3.0,5.0,6.0,5.0,,,,9.0,11.0,,,1.0,,,87.0
13,"Cumming, Isaac",19,5,4,23,,,,2.0,8.0,4.0,1.0,6.0,2.0,2.0,,6.0,12.0,1.0,,3.0,,1.0,82.0
12,"Green, Tom",10,1,8,18,1,1.0,,1.0,2.0,3.0,,4.0,,1.0,,9.0,9.0,,,,,,73.0
43,"Hamilton, Cooper",,,,,,,,,,,,,,,,,,,,,,,
19,"Haynes, Nick",11,6,2,13,,,,1.0,4.0,1.0,,5.0,,3.0,,4.0,9.0,,,2.0,,,82.0
27,"Himmelberg, Harry",12,6,4,16,,,2.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,,7.0,8.0,2.0,,5.0,,,89.0
23,"Hogan, Jesse",7,7,7,14,3,,1.0,3.0,,3.0,,1.0,,,,4.0,11.0,2.0,3.0,4.0,,1.0,85.0
2,"Hopper, Jacob",7,4,11,18,2,,,4.0,1.0,2.0,2.0,3.0,2.0,1.0,,8.0,10.0,,,,,,79.0
22,"Kelly, Josh",17,8,3,20,,,,1.0,6.0,2.0,1.0,4.0,2.0,2.0,,6.0,15.0,,,2.0,,,80.0
40,"Kennedy, Adam",7,4,7,14,,,,,3.0,1.0,,1.0,1.0,,,4.0,9.0,,,2.0,,,84.0
38,"Lloyd, Daniel",6,4,2,8,,1.0,,4.0,,1.0,,,1.0,,,4.0,6.0,,1.0,1.0,,,87.0
20,"Peatling, James",5,3,6,11,,,,1.0,,,,2.0,,1.0,,7.0,4.0,2.0,,,,1.0,68.0
36,"Perryman, Harry",10,2,14,24,,,,4.0,1.0,4.0,5.0,4.0,,1.0,,12.0,11.0,,1.0,,,,83.0
26,"Riccardi, Jake",11,7,3,14,1,1.0,1.0,2.0,,1.0,1.0,1.0,,1.0,,3.0,11.0,,1.0,1.0,,1.0,78.0
42,"Stein, Jake",4,2,5,9,,,,4.0,1.0,2.0,1.0,1.0,3.0,,,5.0,4.0,1.0,1.0,4.0,,1.0,70.0
14,"Taranto, Tim",6,3,13,19,1,1.0,,4.0,1.0,,3.0,4.0,1.0,2.0,,6.0,12.0,,,1.0,,1.0,85.0
15,"Taylor, Sam",16,12,4,20,,,,4.0,7.0,2.0,,2.0,1.0,,1.0,8.0,12.0,5.0,,10.0,,,100.0
8,"Ward, Callan",11,5,6,17,1,,,2.0,4.0,1.0,1.0,1.0,1.0,,,3.0,14.0,,,,1.0,,81.0
6,"Whitfield, Lachie",11,2,4,15,1,,,5.0,1.0,4.0,1.0,1.0,,1.0,,2.0,12.0,,,1.0,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,217,101,123,340,10,9.0,18.0,56.0,55.0,45.0,31.0,59.0,22.0,22.0,1.0,133.0,202.0,16.0,8.0,48.0,1.0,7.0,
Opposition,Opposition,215,85,182,397,13,11.0,45.0,42.0,34.0,69.0,41.0,62.0,22.0,22.0,5.0,150.0,237.0,12.0,6.0,43.0,8.0,8.0,
