Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",27y,165 (109-0-56 66.06%),103 (0.62),←,
26,"Bell, Peter",24y 23d,103 (70-0-33 67.96%),101 (0.98),101 (70-0-31 69.31%),99 (0.98)
12,"Blakey, John",33y 244d,302 (162-0-140 53.64%),97 (0.32),167 (110-0-57 65.87%),59 (0.35)
17,"Calthorpe, David",26y 220d,104 (59-2-43 57.69%),67 (0.64),3 (1-0-2 33.33%),7 (2.33)
16,"Capuano, Mathew",24y 204d,71 (54-0-17 76.06%),19 (0.27),←,
18,"Carey, Wayne",28y 302d,209 (131-0-78 62.68%),571 (2.73),←,
23,"Clayton, Shane",21y 152d,46 (23-0-23 50.00%),15 (0.33),28 (21-0-7 75.00%),14 (0.50)
6,"Grant, Shannon",22y 340d,110 (70-1-39 64.09%),125 (1.14),52 (38-0-14 73.08%),87 (1.67)
29,"Harvey, Brent",21y 315d,67 (47-0-20 70.15%),71 (1.06),←,
21,"Hewitt, Evan",21y 261d,27 (16-0-11 59.26%),20 (0.74),←,
34,"King, David",28y 17d,135 (91-0-44 67.41%),48 (0.36),←,
27,"Lange, Adam",21y 72d,8 (4-0-4 50.00%),5 (0.63),←,
4,"Martyn, Mick",31y 206d,244 (146-1-97 60.04%),14 (0.06),←,
5,"McCartney, Jason",26y 10d,124 (69-0-55 55.65%),51 (0.41),49 (35-0-14 71.43%),3 (0.06)
31,"McKernan, Corey",26y 96d,141 (98-0-43 69.50%),161 (1.14),←,
44,"Motlop, Shannon",21y 219d,10 (8-0-2 80.00%),9 (0.90),←,
39,"Pagan, Ryan",22y 256d,3 (1-0-2 33.33%),,←,
28,"Pickett, Byron",22y 226d,54 (39-0-15 72.22%),,←,
13,"Pike, Martin",27y 131d,123 (58-0-65 47.15%),53 (0.43),63 (46-0-17 73.02%),13 (0.21)
3,"Rawlings, Brady",18y 288d,14 (12-0-2 85.71%),4 (0.29),←,
24,"Sholl, Craig",32y 85d,224 (136-0-88 60.71%),151 (0.67),←,
7,"Simpson, Adam",24y 37d,93 (68-0-25 73.12%),36 (0.39),←,
Totals,Totals,25y 85d,2377 (1471-4-902 61.88%),1721 (0.72),,
C,"Pagan, Denis",52y 182d,173 (115-0-58 66.47%),,←,
