Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
7,"Cunningham, Harry",21y 280d,51 (36-0-15 70.59%),31 (0.61),←,
37,"Goodes, Adam",35y 247d,371 (216-5-150 58.89%),462 (1.25),←,
39,"Grundy, Heath",29y 102d,186 (116-2-68 62.90%),23 (0.12),←,
4,"Hannebery, Dan",24y 200d,143 (93-2-48 65.73%),68 (0.48),←,
5,"Heeney, Isaac",19y 130d,13 (9-0-4 69.23%),15 (1.15),←,
33,"Jack, Brandon",21y 110d,27 (21-0-6 77.78%),16 (0.59),←,
32,"Jetta, Lewis",26y 131d,126 (84-2-40 67.46%),99 (0.79),←,
10,"Jones, Zak",20y 181d,14 (8-0-6 57.14%),1 (0.07),←,
12,"Kennedy, Josh",27y 84d,157 (101-2-54 64.97%),94 (0.60),144 (96-2-46 67.36%),90 (0.63)
11,"Laidler, Jeremy",26y 38d,67 (47-1-19 70.90%),7 (0.10),41 (32-0-9 78.05%),5 (0.12)
44,"Lloyd, Jake",21y 357d,42 (32-0-10 76.19%),11 (0.26),←,
21,"McGlynn, Ben",30y 37d,152 (92-2-58 61.18%),171 (1.13),108 (69-2-37 64.81%),143 (1.32)
3,"McVeigh, Jarrad",30y 158d,265 (163-4-98 62.26%),184 (0.69),←,
6,"Mitchell, Tom",22y 104d,38 (23-0-15 60.53%),23 (0.61),←,
38,"Pyke, Mike",31y 172d,109 (72-1-36 66.51%),48 (0.44),←,
24,"Rampe, Dane",25y 102d,71 (49-1-21 69.72%),5 (0.07),←,
20,"Reid, Sam",23y 259d,98 (69-2-27 71.43%),94 (0.96),←,
25,"Richards, Ted",32y 244d,252 (155-4-93 62.30%),32 (0.13),219 (136-4-79 63.01%),13 (0.06)
16,"Rohan, Gary",24y 97d,60 (38-1-21 64.17%),42 (0.70),←,
2,"Shaw, Rhyce",33y 331d,236 (135-1-100 57.42%),44 (0.19),142 (87-1-54 61.62%),24 (0.17)
8,"Tippett, Kurt",28y 127d,151 (87-0-64 57.62%),299 (1.98),47 (34-0-13 72.34%),111 (2.36)
22,"Towers, Dean",25y 131d,16 (12-0-4 75.00%),8 (0.50),←,
Totals,Totals,26y 165d,2645 (1658-30-957 62.68%),1777 (0.67),,
C,"Longmire, John",44y 255d,122 (83-2-37 68.85%),,←,
