Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",24y 214d,131 (69-0-62 52.67%),118 (0.90),←,
17,"Bruce, Josh",28y 17d,117 (44-1-72 38.03%),173 (1.48),4 (2-0-2 50.00%),2 (0.50)
18,"Butler, Louis",18y 304d,1 (1-0-0 100.00%),,←,
12,"Cordy, Zaine",23y 242d,74 (39-0-35 52.70%),10 (0.14),←,
9,"Crozier, Hayden",26y 184d,112 (52-0-60 46.43%),45 (0.40),43 (21-0-22 48.84%),1 (0.02)
31,"Dale, Bailey",23y 339d,54 (26-0-28 48.15%),55 (1.02),←,
35,"Daniel, Caleb",23y 354d,95 (49-0-46 51.58%),27 (0.28),←,
44,"English, Tim",22y 320d,33 (16-0-17 48.48%),10 (0.30),←,
39,"Johannisen, Jason",27y 230d,130 (62-0-68 47.69%),41 (0.32),←,
42,"Keath, Alex",28y 157d,34 (18-1-15 54.41%),2 (0.06),4 (2-0-2 50.00%),1 (0.25)
21,"Liberatore, Tom",28y 40d,134 (58-0-76 43.28%),46 (0.34),←,
27,"Lipinski, Patrick",21y 344d,34 (16-0-18 47.06%),23 (0.68),←,
22,"Lloyd, Sam",30y 114d,84 (44-0-40 52.38%),108 (1.29),27 (14-0-13 51.85%),39 (1.44)
11,"Macrae, Jack",25y 327d,145 (73-0-72 50.34%),36 (0.25),←,
16,"McLean, Toby",24y 146d,81 (44-0-37 54.32%),54 (0.67),←,
33,"Naughton, Aaron",20y 208d,45 (22-0-23 48.89%),36 (0.80),←,
20,"Richards, Ed",20y 358d,44 (21-0-23 47.73%),19 (0.43),←,
6,"Smith, Bailey",19y 201d,27 (14-0-13 51.85%),12 (0.44),←,
23,"Vandermeer, Laitham",21y 143d,3 (2-0-1 66.67%),2 (0.67),←,
3,"Wallis, Mitch",27y 245d,137 (62-0-75 45.26%),79 (0.58),←,
14,"West, Rhylee",19y 349d,4 (3-0-1 75.00%),3 (0.75),←,
34,"Williams, Bailey",22y 259d,45 (21-0-24 46.67%),9 (0.20),←,
Totals,Totals,24y 66d,1564 (756-2-806 48.34%),908 (0.58),,
C,"Beveridge, Luke",49y 307d,120 (66-0-54 55.00%),,←,
