Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",31y 267d,282 (196-3-83 70.04%),191 (0.68),←,
24,"Bews, Jed",21y 257d,23 (12-1-10 54.35%),1 (0.04),←,
46,"Blicavs, Mark",24y 153d,65 (42-1-22 65.38%),16 (0.25),←,
5,"Cockatoo, Nakia",18y 309d,10 (4-1-5 45.00%),3 (0.30),←,
44,"Enright, Corey",33y 348d,308 (202-3-103 66.07%),62 (0.20),←,
28,"Gregson, Cory",18y 358d,19 (9-1-9 50.00%),13 (0.68),←,
29,"Guthrie, Cameron",23y 9d,84 (55-1-28 66.07%),22 (0.26),←,
26,"Hawkins, Tom",27y 38d,165 (123-1-41 74.85%),329 (1.99),←,
20,"Johnson, Steve",32y 55d,252 (177-3-72 70.83%),450 (1.79),←,
9,"Kelly, James",31y 242d,272 (184-1-87 67.83%),88 (0.32),←,
8,"Kolodjashnij, Jake",20y 19d,8 (4-1-3 56.25%),,←,
11,"Lang, Darcy",19y 280d,21 (11-1-9 54.76%),15 (0.71),←,
13,"Lonergan, Tom",31y 103d,163 (118-2-43 73.01%),54 (0.33),←,
4,"Mackie, Andrew",31y 21d,234 (175-1-58 75.00%),95 (0.41),←,
10,"Menzel, Daniel",23y 349d,22 (18-0-4 81.82%),36 (1.64),←,
32,"Motlop, Steven",24y 169d,87 (56-1-30 64.94%),115 (1.32),←,
21,"Murdoch, Jordan",23y 158d,60 (40-1-19 67.50%),45 (0.75),←,
14,"Selwood, Joel",27y 94d,203 (156-1-46 77.09%),128 (0.63),←,
7,"Taylor, Harry",29y 77d,179 (134-1-44 75.14%),41 (0.23),←,
40,"Thurlow, Jackson",21y 153d,28 (15-1-12 55.36%),6 (0.21),←,
30,"Vardy, Nathan",24y 64d,23 (15-1-7 67.39%),21 (0.91),←,
34,"Walker, Josh",22y 289d,32 (18-1-13 57.81%),32 (1.00),←,
Totals,Totals,25y 206d,2540 (1764-28-748 69.45%),1763 (0.69),,
C,"Scott, Chris",39y 117d,117 (83-1-33 71.37%),,←,
