North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
3,"Anderson, Jed",25y 147d,57 (31-0-26 54.39%),21 (0.37),47 (24-0-23 51.06%),17 (0.36)
18,"Atley, Shaun",26y 289d,190 (97-0-93 51.05%),43 (0.23),←,
50,"Brown, Ben",26y 221d,113 (60-0-53 53.10%),249 (2.20),←,
10,"Cunnington, Ben",27y 364d,201 (104-0-97 51.74%),83 (0.41),←,
9,"Davies-Uniacke, Luke",20y 21d,18 (7-0-11 38.89%),5 (0.28),←,
14,"Dumont, Trent",23y 364d,74 (29-0-45 39.19%),23 (0.31),←,
24,"Durdin, Sam",23y 23d,13 (5-0-8 38.46%),1 (0.08),←,
22,"Goldstein, Todd",30y 363d,226 (115-1-110 51.11%),117 (0.52),←,
37,"Hayden, Kyron",20y 22d,1 (1-0-0 100.00%),,←,
20,"Larkey, Nick",21y 23d,11 (5-0-6 45.45%),12 (1.09),←,
11,"McDonald, Luke",24y 140d,107 (56-0-51 52.34%),16 (0.15),←,
17,"Pittard, Jasper",28y 89d,140 (72-0-68 51.43%),12 (0.09),14 (6-0-8 42.86%),1 (0.07)
13,"Polec, Jared",26y 260d,120 (65-0-55 54.17%),66 (0.55),14 (6-0-8 42.86%),11 (0.79)
12,"Simpkin, Jy",21y 116d,48 (21-0-27 43.75%),25 (0.52),←,
25,"Tarrant, Robbie",30y 65d,140 (68-0-72 48.57%),44 (0.31),←,
26,"Thomas, Tarryn",19y 96d,12 (6-0-6 50.00%),11 (0.92),←,
16,"Thompson, Scott",33y 51d,234 (114-2-118 49.15%),7 (0.03),←,
28,"Turner, Kayne",23y 180d,72 (37-0-35 51.39%),53 (0.74),←,
2,"Williams, Marley",25y 342d,112 (57-0-55 50.89%),10 (0.09),44 (21-0-23 47.73%),4 (0.09)
32,"Wood, Mason",25y 289d,51 (26-0-25 50.98%),66 (1.29),←,
7,"Ziebell, Jack",28y 121d,202 (98-0-104 48.51%),154 (0.76),←,
44,"Zurhaar, Cameron",21y 38d,20 (9-0-11 45.00%),17 (0.85),←,
Totals,Totals,25y 65d,2162 (1083-3-1076 50.09%),1035 (0.48),,
C,"Shaw, Rhyce",37y 256d,4 (3-0-1 75.00%),,←,
