St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
43,"Attard, Jayden",21y 31d,6 (2-0-4 33.33%),1 (0.17),1 (1-0-0 100.00%),
10,"Baker, Steven",26y 312d,135 (63-1-71 47.04%),30 (0.22),←,
14,"Ball, Luke",22y 309d,87 (54-0-33 62.07%),43 (0.49),←,
27,"Blake, Jason",26y 15d,92 (45-1-46 49.46%),20 (0.22),←,
28,"Clarke, Matthew",33y 193d,249 (124-2-123 50.20%),38 (0.15),1 (1-0-0 100.00%),
3,"Clarke, Xavier",23y 183d,80 (42-1-37 53.13%),34 (0.43),←,
26,"Dal Santo, Nick",23y 36d,99 (55-1-43 56.06%),51 (0.52),←,
17,"Fiora, Aaron",25y 345d,109 (50-0-59 45.87%),44 (0.40),31 (17-0-14 54.84%),19 (0.61)
6,"Fisher, Leigh",22y 345d,26 (20-0-6 76.92%),3 (0.12),←,
25,"Fisher, Sam",24y 263d,52 (34-0-18 65.38%),4 (0.08),←,
9,"Gehrig, Fraser",31y 27d,236 (125-1-110 53.18%),485 (2.06),121 (62-0-59 51.24%),326 (2.69)
18,"Goddard, Brendon",21y 314d,84 (52-0-32 61.90%),27 (0.32),←,
1,"Gram, Jason",22y 337d,33 (19-0-14 57.58%),10 (0.30),31 (18-0-13 58.06%),10 (0.32)
35,"Harvey, Robert",35y 221d,341 (170-3-168 50.29%),205 (0.60),←,
7,"Hayes, Lenny",27y 75d,150 (65-2-83 44.00%),58 (0.39),←,
23,"Koschitzke, Justin",24y 191d,79 (40-0-39 50.63%),69 (0.87),←,
31,"Maguire, Matt",22y 304d,86 (47-0-39 54.65%),19 (0.22),←,
32,"McQualter, Andrew",20y 294d,18 (10-0-8 55.56%),5 (0.28),←,
44,"Milne, Stephen",27y 22d,120 (57-1-62 47.92%),239 (1.99),←,
11,"Montagna, Leigh",23y 148d,53 (33-0-20 62.26%),39 (0.74),←,
29,"Rix, Michael",26y 81d,12 (9-0-3 75.00%),1 (0.08),←,
4,"Thompson, Andrew",34y 160d,212 (98-2-112 46.70%),93 (0.44),←,
Totals,Totals,25y 307d,2359 (1214-15-1130 51.46%),1518 (0.64),,
C,"Lyon, Ross",40y 142d,1 (1-0-0 100.00%),,←,
