Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
41,"Butts, Jordon",23y 210d,60 (24-0-36 40.00%),,←,
5,"Crouch, Matt",28y 99d,139 (74-1-64 53.60%),28 (0.20),←,
12,"Dawson, Jordan",26y 111d,105 (47-0-58 44.76%),49 (0.47),41 (17-0-24 41.46%),15 (0.37)
32,"Fogarty, Darcy",23y 307d,75 (26-0-49 34.67%),113 (1.51),←,
20,"Hinge, Mitch",25y 33d,39 (17-0-22 43.59%),5 (0.13),36 (15-0-21 41.67%),4 (0.11)
1,"Jones, Chayce",23y 196d,75 (24-0-51 32.00%),17 (0.23),←,
48,"Keane, Mark",23y 134d,6 (2-0-4 33.33%),,1 (1-0-0 100.00%),
2,"Keays, Ben",26y 156d,109 (33-0-76 30.28%),54 (0.50),79 (27-0-52 34.18%),43 (0.54)
29,"Laird, Rory",29y 212d,220 (111-1-108 50.68%),28 (0.13),←,
23,"McAdam, Shane",28y 62d,47 (17-0-30 36.17%),64 (1.36),←,
16,"Michalanney, Max",19y 153d,18 (9-0-9 50.00%),,←,
30,"Milera, Wayne",25y 318d,92 (48-1-43 52.72%),28 (0.30),←,
4,"Murphy, Lachlan",24y 237d,94 (39-0-55 41.49%),66 (0.70),←,
27,"Nankervis, Luke",20y 65d,2 (1-0-1 50.00%),,←,
43,"OBrien, Reilly",27y 343d,96 (37-0-59 38.54%),12 (0.13),←,
10,"Pedlar, Luke",21y 73d,23 (9-0-14 39.13%),24 (1.04),←,
26,"Schoenberg, Harry",22y 158d,53 (18-0-35 33.96%),17 (0.32),←,
9,"Sloane, Rory",33y 134d,252 (133-1-118 52.98%),136 (0.54),←,
33,"Smith, Brodie",31y 196d,243 (125-1-117 51.65%),71 (0.29),←,
14,"Soligo, Jake",20y 185d,33 (14-0-19 42.42%),13 (0.39),←,
7,"Thilthorpe, Riley",21y 22d,42 (14-0-28 33.33%),43 (1.02),←,
13,"Walker, Taylor",33y 95d,256 (130-1-125 50.98%),597 (2.33),←,
24,"Worrell, Josh",22y 109d,13 (8-0-5 61.54%),,←,
Totals,Totals,25y 109d,2092 (960-6-1126 45.89%),1365 (0.65),,
C,"Nicks, Matthew",48y 77d,79 (27-0-52 34.18%),,←,
