St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
11,"Anderson, Dean",28y 4d,135 (76-1-58 56.67%),97 (0.72),52 (18-1-33 35.58%),23 (0.44)
14,"Bardsley, Kristian",22y 326d,32 (12-1-19 39.06%),17 (0.53),27 (10-1-16 38.89%),13 (0.48)
26,"Brown, Tony",18y 69d,13 (5-0-8 38.46%),7 (0.54),←,
3,"Burke, Nathan",25y 180d,178 (75-2-101 42.70%),58 (0.33),←,
36,"Fode, Gordon",24y,52 (20-0-32 38.46%),31 (0.60),←,
2,"Frawley, Danny",31y 331d,236 (82-2-152 35.17%),13 (0.06),←,
35,"Harvey, Robert",23y 349d,130 (62-2-66 48.46%),76 (0.58),←,
33,"Hemley, Chris",17y 331d,1 (0-0-1 0.00%),,←,
18,"Jackson, Matthew",20y 355d,4 (1-0-3 25.00%),2 (0.50),←,
17,"Keogh, Rod",24y 133d,51 (22-0-29 43.14%),14 (0.27),29 (10-0-19 34.48%),6 (0.21)
23,"Loewe, Stewart",27y 74d,187 (78-1-108 41.98%),308 (1.65),←,
28,"OBrien, Craig",25y 155d,69 (32-1-36 47.10%),123 (1.78),48 (18-1-29 38.54%),107 (2.23)
8,"Peckett, Justin",22y 304d,52 (20-1-31 39.42%),1 (0.02),←,
41,"Pekin, Tim",30y 195d,217 (104-2-111 48.39%),52 (0.24),110 (55-2-53 50.91%),37 (0.34)
5,"Shaw, Damen",21y 105d,40 (15-1-24 38.75%),15 (0.38),←,
13,"Sierakowski, David",20y 219d,17 (4-1-12 26.47%),3 (0.18),←,
4,"Smith, Joel",18y 94d,16 (5-0-11 31.25%),6 (0.38),←,
19,"Sziller, Steven",22y 233d,18 (5-0-13 27.78%),6 (0.33),←,
15,"Wakelin, Darryl",20y 359d,17 (5-0-12 29.41%),,←,
12,"Wakelin, Shane",20y 358d,24 (7-1-16 31.25%),8 (0.33),←,
7,"Winmar, Nicky",29y 314d,171 (73-1-97 42.98%),229 (1.34),←,
Totals,Totals,23y 266d,1660 (703-17-940 42.35%),1066 (0.64),,
C,"Alves, Stan",49y 75d,40 (12-1-27 31.25%),,←,
