Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7 ↓,"Ash, Lachie",3,1,3,6,,,,,,,,1.0,,,,1.0,5.0,,,,3.0,,53.0
14,"Bedford, Toby",4,5,7,11,2,,,8.0,,1.0,,,,,,1.0,10.0,,1.0,,,,82.0
32,"Briggs, Kieren",13,2,8,21,,1.0,34.0,5.0,7.0,5.0,12.0,4.0,1.0,2.0,1.0,15.0,3.0,,,,,,71.0
46,"Brown, Callum",2,1,3,5,,1.0,,3.0,,1.0,,5.0,,2.0,,2.0,3.0,,,4.0,,,82.0
44,"Buckley, Jack",6,4,9,15,,,,7.0,1.0,2.0,,,1.0,,,5.0,11.0,1.0,,8.0,,,98.0
5,"Cadman, Aaron",7,3,2,9,3,,5.0,4.0,,2.0,1.0,2.0,1.0,2.0,,5.0,5.0,1.0,2.0,,,,74.0
17,"Callaghan, Finn",8,2,8,16,1,,,5.0,2.0,2.0,1.0,2.0,1.0,,,3.0,13.0,,,1.0,,,74.0
3,"Coniglio, Stephen",15,4,16,31,,,,3.0,,3.0,6.0,4.0,1.0,2.0,,9.0,19.0,,,1.0,3.0,2.0,84.0
16,"Daniels, Brent",11,2,6,17,2,,,8.0,1.0,6.0,,4.0,,1.0,,2.0,12.0,,1.0,,,1.0,76.0
4,"Greene, Toby",10,6,6,16,1,1.0,,1.0,,5.0,1.0,3.0,1.0,1.0,,7.0,9.0,,,,,,87.0
12,"Green, Tom",18,3,16,34,,,,6.0,1.0,11.0,8.0,3.0,1.0,,3.0,21.0,14.0,,,1.0,1.0,1.0,84.0
27,"Himmelberg, Harry",9,6,12,21,,,,2.0,5.0,1.0,,1.0,1.0,1.0,,5.0,14.0,,,2.0,1.0,,75.0
23,"Hogan, Jesse",10,7,4,14,2,2.0,,,,1.0,,2.0,1.0,1.0,,7.0,7.0,2.0,7.0,1.0,,,85.0
39,"Idun, Connor",15,9,13,28,,,,1.0,5.0,2.0,,1.0,,,,6.0,20.0,1.0,,3.0,,,93.0
22,"Kelly, Josh",14,2,14,28,2,,,4.0,1.0,7.0,3.0,3.0,,1.0,,9.0,19.0,,,,1.0,,83.0
33,"OHalloran, Xavier",4,1,7,11,,,,5.0,1.0,3.0,2.0,1.0,,,,3.0,9.0,,,3.0,,2.0,75.0
20 ↑,"Peatling, James",5,,3,8,1,,,2.0,,2.0,2.0,2.0,1.0,1.0,,4.0,4.0,,,,,1.0,29.0
36,"Perryman, Harry",15,7,4,19,,,,5.0,3.0,2.0,,4.0,2.0,1.0,,5.0,15.0,,,2.0,,,81.0
26,"Riccardi, Jake",4,3,6,10,1,,5.0,1.0,,3.0,1.0,2.0,1.0,,,4.0,6.0,,1.0,1.0,,1.0,69.0
15,"Taylor, Sam",11,10,6,17,,,,4.0,3.0,,,,,,2.0,10.0,6.0,6.0,,7.0,1.0,,91.0
28,"Thomas, Harvey",8,4,13,21,1,2.0,,8.0,,2.0,1.0,3.0,1.0,1.0,,11.0,11.0,,1.0,2.0,,2.0,80.0
10,"Wehr, Jacob",9,5,9,18,,,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,4.0,14.0,,,1.0,1.0,,89.0
6,"Whitfield, Lachie",20,5,16,36,,,,,6.0,5.0,1.0,3.0,1.0,2.0,,9.0,19.0,,,1.0,6.0,1.0,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,221,92,191,412,16,12.0,44.0,84.0,39.0,67.0,40.0,51.0,16.0,19.0,6.0,148.0,248.0,11.0,13.0,38.0,17.0,11.0,
Opposition,Opposition,178,72,182,360,5,13.0,24.0,65.0,49.0,44.0,36.0,46.0,19.0,16.0,,138.0,219.0,4.0,8.0,49.0,12.0,3.0,
