North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Campbell, Matt",21y 131d,23 (13-1-9 58.70%),25 (1.09),←,
11,"Firrito, Michael",24y 186d,92 (48-1-43 52.72%),13 (0.14),←,
38,"Gibson, Josh",24y 79d,30 (15-0-15 50.00%),,←,
6,"Grant, Shannon",31y 42d,290 (162-3-125 56.38%),346 (1.19),232 (130-2-100 56.47%),308 (1.33)
31,"Hale, David",24y 9d,88 (39-1-48 44.89%),51 (0.58),←,
39,"Harding, Leigh",27y 35d,98 (48-2-48 50.00%),127 (1.30),←,
4,"Harris, Daniel",26y 21d,126 (63-2-61 50.79%),37 (0.29),←,
29,"Harvey, Brent",30y 17d,251 (140-2-109 56.18%),291 (1.16),←,
21,"Jones, Corey",27y 95d,136 (65-1-70 48.16%),184 (1.35),←,
2,"Lower, Ed",20y 343d,20 (12-1-7 62.50%),8 (0.40),←,
1,"McIntosh, Hamish",23y 270d,53 (25-1-27 48.11%),23 (0.43),←,
42,"McMahon, Scott",21y 364d,19 (12-0-7 63.16%),14 (0.74),←,
20,"Petrie, Drew",25y 229d,141 (69-2-70 49.65%),118 (0.84),←,
5,"Power, Sam",24y 334d,94 (33-3-58 36.70%),16 (0.17),10 (5-1-4 55.00%),
30,"Pratt, Daniel",25y 71d,71 (37-0-34 52.11%),5 (0.07),68 (36-0-32 52.94%),4 (0.06)
3,"Rawlings, Brady",26y 356d,168 (87-1-80 52.08%),56 (0.33),←,
28,"Riggio, Matt",20y 78d,5 (2-0-3 40.00%),,←,
7,"Simpson, Adam",32y 105d,277 (161-2-114 58.48%),77 (0.28),←,
12,"Thomas, Lindsay",20y 93d,22 (11-1-10 52.27%),22 (1.00),←,
23,"Thompson, Nathan",30y 107d,174 (80-2-92 46.55%),322 (1.85),55 (25-1-29 46.36%),130 (2.36)
14,"Urquhart, Gavin",20y 13d,1 (0-0-1 0.00%),,←,
36,"Watt, Shannon",27y 187d,141 (72-2-67 51.77%),9 (0.06),←,
Totals,Totals,25y 94d,2320 (1194-28-1098 51.47%),1744 (0.75),,
C,"Laidley, Dani",41y 65d,124 (61-2-61 50.00%),,←,
