Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Ash, Lachie",16,7,6,22,,,,1.0,5.0,2.0,,2.0,,2.0,,2.0,14.0,1.0,,1.0,1.0,,83.0
44,"Buckley, Jack",12,7,5,17,,,,4.0,6.0,,,2.0,1.0,1.0,,6.0,11.0,,,2.0,,,95.0
21 ↑,"Buntine, Matt",5,,1,6,,,,1.0,2.0,,,3.0,1.0,2.0,,2.0,4.0,,,1.0,,,42.0
13,"Cumming, Isaac",15,5,10,25,,1.0,,3.0,6.0,3.0,2.0,2.0,,1.0,,6.0,12.0,1.0,,1.0,,,82.0
16 ↓,"Daniels, Brent",2,1,1,3,,1.0,,,1.0,1.0,,,1.0,,,2.0,1.0,,1.0,,,,10.0
31,"Finlayson, Jeremy",6,4,7,13,,,3.0,1.0,1.0,4.0,6.0,6.0,1.0,3.0,,7.0,8.0,,1.0,3.0,,2.0,85.0
4,"Greene, Toby",12,7,7,19,1,3.0,,2.0,1.0,3.0,1.0,2.0,1.0,,,6.0,13.0,1.0,4.0,1.0,,1.0,88.0
12,"Green, Tom",7,2,15,22,2,1.0,,2.0,1.0,3.0,4.0,,1.0,,,12.0,10.0,1.0,1.0,,,,79.0
37,"Hill, Bobby",6,,2,8,1,3.0,,5.0,1.0,2.0,,1.0,1.0,,,4.0,4.0,,,1.0,,1.0,72.0
27,"Himmelberg, Harry",10,5,3,13,3,1.0,,1.0,,3.0,,3.0,1.0,,,5.0,8.0,1.0,3.0,2.0,,3.0,96.0
23,"Hogan, Jesse",7,5,8,15,4,1.0,,1.0,,4.0,,2.0,,1.0,,4.0,12.0,,3.0,4.0,,,84.0
2,"Hopper, Jacob",14,9,16,30,,1.0,,1.0,,4.0,4.0,3.0,1.0,,2.0,12.0,17.0,,1.0,,1.0,,81.0
39,"Idun, Connor",10,7,6,16,,,,2.0,3.0,1.0,,,,,,5.0,12.0,,,7.0,,,87.0
25,"Keeffe, Lachlan",7,6,3,10,,,,3.0,,,,2.0,,1.0,,1.0,10.0,,,9.0,1.0,,92.0
22,"Kelly, Josh",16,10,11,27,1,1.0,,4.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,6.0,21.0,,,1.0,,,85.0
41,"Mumford, Shane",4,,11,15,,,21.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,,9.0,6.0,,,5.0,,1.0,78.0
33,"OHalloran, Xavier",12,4,4,16,1,,,2.0,1.0,2.0,2.0,3.0,,1.0,,4.0,11.0,,,,,2.0,84.0
36,"Perryman, Harry",18,6,8,26,,,,3.0,1.0,5.0,4.0,2.0,,,,6.0,20.0,,,2.0,,1.0,73.0
50,"Reid, Sam",4,,2,6,2,,,2.0,,1.0,,1.0,,,,2.0,3.0,,,2.0,,,72.0
14,"Taranto, Tim",21,6,14,35,,,,7.0,6.0,4.0,7.0,5.0,3.0,,3.0,11.0,21.0,,,1.0,1.0,,80.0
15,"Taylor, Sam",13,9,1,14,,,,3.0,7.0,,,2.0,3.0,1.0,,7.0,8.0,2.0,,12.0,,,96.0
8,"Ward, Callan",8,3,14,22,,,,7.0,,5.0,4.0,3.0,1.0,1.0,,7.0,16.0,,,1.0,,1.0,81.0
6,"Whitfield, Lachie",21,8,9,30,,1.0,,1.0,3.0,4.0,2.0,5.0,,,,8.0,22.0,,,1.0,1.0,,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,246,111,164,410,15,16.0,24.0,60.0,48.0,58.0,41.0,52.0,18.0,17.0,6.0,134.0,264.0,7.0,14.0,57.0,5.0,12.0,
Opposition,Opposition,197,85,152,349,4,15.0,28.0,41.0,42.0,52.0,17.0,52.0,17.0,18.0,,114.0,230.0,9.0,5.0,44.0,9.0,2.0,
