Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Allan, Matthew",7,4.0,7,14,3.0,,24.0,,1.0,,6.0,1.0,1.0,1.0,,8,6,1.0,3.0,1.0,,,
29,"Beaumont, Simon",14,8.0,9,23,1.0,,,3.0,5.0,1.0,,3.0,1.0,1.0,1.0,11,13,2.0,,,,,
21,"Bradley, Craig",18,3.0,14,32,,,,1.0,4.0,7.0,4.0,2.0,1.0,1.0,,8,25,,,,3.0,,
16,"Camporeale, Scott",18,1.0,8,26,4.0,1.0,,2.0,3.0,5.0,2.0,4.0,4.0,5.0,,9,20,,,4.0,,,
39,"Christou, Ang",1,,1,2,,,,,,1.0,,,,,,1,1,,,,,,
31,"Fletcher, Simon",9,3.0,8,17,1.0,,,3.0,1.0,4.0,1.0,3.0,1.0,,,7,8,,1.0,2.0,,,
45,"Franchina, Anthony",8,1.0,6,14,2.0,,,2.0,,3.0,2.0,1.0,,1.0,,5,8,1.0,1.0,2.0,,,
17,"Freeborn, Scott",5,3.0,3,8,,,,3.0,1.0,4.0,,,,,,4,4,,,2.0,,,
4,"Hamill, Aaron",13,2.0,3,16,2.0,1.0,,3.0,,3.0,2.0,,,1.0,,5,10,1.0,2.0,2.0,,,
9,"Hickmott, Adrian",13,6.0,9,22,5.0,1.0,,2.0,,2.0,2.0,3.0,2.0,2.0,,10,11,,3.0,4.0,,,
37,"Hotton, Trent",3,5.0,7,10,1.0,,6.0,3.0,,2.0,1.0,1.0,,1.0,,5,6,1.0,1.0,,,,
27,"Hulme, Darren",6,4.0,10,16,,1.0,,5.0,2.0,3.0,1.0,2.0,,,,5,11,,,1.0,,,
43,"Koutoufides, Anthony",15,8.0,17,32,2.0,2.0,2.0,1.0,2.0,4.0,14.0,3.0,2.0,,2.0,22,11,2.0,2.0,3.0,,,
12,"Lappin, Matthew",8,6.0,9,17,,,,3.0,2.0,1.0,,1.0,,2.0,,7,10,2.0,,,1.0,,
10,"Mansfield, Michael",2,1.0,3,5,,,,2.0,1.0,,1.0,,1.0,,,4,2,,,,,,
22,"Manton, Glenn",2,3.0,2,4,,,,1.0,1.0,,,,1.0,1.0,,1,2,1.0,,,,,
5,"McKay, Andrew",15,3.0,8,23,,,,5.0,5.0,3.0,2.0,,1.0,1.0,3.0,7,16,,,2.0,1.0,,
7,"Ratten, Brett",16,6.0,14,30,1.0,1.0,,5.0,2.0,6.0,7.0,1.0,2.0,,,12,20,,2.0,4.0,,,
23,"Rice, Dean",7,2.0,2,9,,,,2.0,1.0,2.0,1.0,1.0,1.0,,,4,5,1.0,,3.0,,,
14,"Sexton, Michael",8,5.0,7,15,,,,,7.0,,1.0,3.0,,,,9,6,2.0,,1.0,,,
1,"Silvagni, Stephen",6,5.0,4,10,,,1.0,2.0,,3.0,,1.0,,,,4,6,1.0,,3.0,,,
8,"Whitnall, Lance",11,7.0,1,12,3.0,2.0,1.0,3.0,1.0,4.0,,1.0,,,,4,9,1.0,4.0,3.0,,,
Totals,Totals,205,86.0,152,357,25.0,9.0,34.0,51.0,39.0,58.0,47.0,31.0,18.0,17.0,6.0,152,210,16.0,19.0,37.0,5.0,,
Opposition,Opposition,175,73.0,119,294,9.0,7.0,38.0,34.0,29.0,50.0,42.0,44.0,17.0,18.0,,114,180,11.0,11.0,22.0,15.0,,
