Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",11,1,5,16,2,,,2.0,,,,,3.0,,,,,,,,,,
32,"Baldwin, Jason",15,6,5,20,2,,,1.0,,,,,,1.0,,,,,,,,,
5,"Barker, John",6,1,,6,,,1.0,,,,,,,1.0,,,,,,,,,
34,"Boyd, Brad",13,9,14,27,4,,,3.0,,,,,1.0,2.0,1.0,,,,,,,,
20,"Cummings, Trent",6,1,,6,2,1.0,,,,,,,,1.0,,,,,,,,,
18,"Dunstan, Michael",9,7,,9,1,2.0,,1.0,,,,,,,,,,,,,,,
6,"Guard, Jeremy",4,1,3,7,,,,1.0,,,,,2.0,1.0,,,,,,,,,
17,"Hawking, Simon",4,3,4,8,,,,1.0,,,,,1.0,,,,,,,,,,
10,"Hogg, Jeff",9,5,,9,3,4.0,,1.0,,,,,1.0,1.0,,,,,,,,,
29,"Lyon, Ross",13,4,11,24,1,1.0,,5.0,,,,,1.0,3.0,,,,,,,,,
11,"McGregor, Anthony",4,1,,4,,,,1.0,,,,,,,,,,,,,,,
7,"Molloy, Jarrod",17,7,4,21,2,2.0,,2.0,,,,,3.0,1.0,,,,,,,,,
43,"Morton, Danny",6,,3,9,,2.0,,3.0,,,,,1.0,,,,,,,,,,
4,"Paxman, Stephen",5,1,8,13,1,,6.0,1.0,,,,,2.0,1.0,,,,,,,,,
1,"Roos, Paul",6,4,8,14,,,,1.0,,,,,,1.0,,,,,,,,,
9,"Sartori, Peter",7,8,11,18,,1.0,12.0,1.0,,,,,4.0,,,,,,,,,,
3,"Seecamp, Marcus",1,1,4,5,,,1.0,1.0,,,,,,1.0,,,,,,,,,
21,"Sporn, Kieran",19,10,6,25,1,3.0,,1.0,,,,,,1.0,,,,,,,,,
22,"Stretch, Steven",9,1,6,15,1,,,4.0,,,,,2.0,,,,,,,,,,
8,"Wynd, Jim",11,1,4,15,,,,2.0,,,,,2.0,,,,,,,,,,
16,"Zanotti, Mark",10,4,3,13,,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,185,76,99,284,20,17.0,20.0,32.0,,,,,23.0,15.0,1.0,,,,,,,,
Opposition,Opposition,164,63,116,280,20,9.0,6.0,22.0,,,,,15.0,23.0,5.0,,,,,,,,
