Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",13,3,8,21,1,1.0,,2.0,,,,,2.0,,,,,,,,,,
30,"Bourke, Damian",8,1,1,9,,,16.0,1.0,,,,,2.0,,,,,,,,,,
11,"Buckley, Nathan",28,10,6,34,1,1.0,,2.0,,,,,1.0,2.0,1.0,,,,,,,,
5,"Chapman, Nathan",9,1,4,13,,,,1.0,,,,,1.0,,,,,,,,,,
12,"Clarke, Troy",10,1,7,17,,1.0,,2.0,,,,,,2.0,,,,,,,,,
6,"Fletcher, Adrian",16,4,11,27,,,,1.0,,,,,2.0,1.0,,,,,,,,,
32,"Hart, Shaun",12,3,1,13,3,,,2.0,,,,,3.0,1.0,,,,,,,,,
36,"Heffernan, Martin",4,2,3,7,,1.0,,1.0,,,,,,,,,,,,,,,
41,"Kennedy, Matthew",9,4,3,12,,,,2.0,,,,,1.0,,,,,,,,,,
7,"McIvor, Scott",9,4,5,14,,,,1.0,,,,,2.0,4.0,,,,,,,,,
19,"McLean, Michael",11,,3,14,,,,2.0,,,,,,,,,,,,,,,
40,"McLuckie, Steven",5,,1,6,,,,,,,,,1.0,,,,,,,,,,
24,"Merrett, Roger",11,5,2,13,2,2.0,,2.0,,,,,2.0,3.0,,,,,,,,,
26,"Noonan, Danny",8,3,1,9,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
13,"Pearce, Brad",6,1,3,9,1,1.0,,,,,,,,,,,,,,,,,
38,"Scott, Dion",7,5,4,11,1,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
15,"Spargo, Paul",6,1,1,7,,,,,,,,,1.0,4.0,,,,,,,,,
3,"Voss, Michael",6,2,9,15,,,,3.0,,,,,3.0,3.0,,,,,,,,,
33,"White, Darryl",4,1,4,8,1,,2.0,,,,,,2.0,2.0,,,,,,,,,
18,"Worsfold, Peter",10,2,6,16,,,,1.0,,,,,3.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,53,83,275,10,11.0,19.0,26.0,,,,,28.0,26.0,1.0,,,,,,,,
Opposition,Opposition,226,78,91,317,19,17.0,9.0,16.0,,,,,26.0,28.0,5.0,,,,,,,,
