Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
22,"Biddiscombe, Craig",24y 255d,67 (39-1-27 58.96%),11 (0.16),33 (18-0-15 54.55%),5 (0.15)
11,"Bowden, Joel",22y 347d,90 (47-0-43 52.22%),86 (0.96),←,
17,"Broderick, Paul",31y 151d,247 (121-1-125 49.19%),160 (0.65),154 (82-1-71 53.57%),80 (0.52)
15,"Cameron, Leon",28y 274d,201 (108-3-90 54.48%),81 (0.40),29 (15-0-14 51.72%),13 (0.45)
9,"Campbell, Wayne",28y 253d,210 (97-1-112 46.43%),130 (0.62),←,
6,"Chaffey, Mark",24y 28d,68 (32-0-36 47.06%),18 (0.26),←,
24,"Coughlan, Mark",19y 44d,2 (1-0-1 50.00%),,←,
10,"Daffy, Nick",28y 23d,160 (83-1-76 52.19%),181 (1.13),←,
25,"Gale, Brendon",32y 320d,232 (102-1-129 44.18%),208 (0.90),←,
2,"Gaspar, Darren",25y 14d,131 (60-0-71 45.80%),12 (0.09),110 (53-0-57 48.18%),11 (0.10)
20,"Hall, Ray",20y 219d,10 (7-0-3 70.00%),5 (0.50),←,
1,"Hilton, Rory",22y 49d,43 (18-0-25 41.86%),29 (0.67),34 (15-0-19 44.12%),26 (0.76)
16,"Holland, Ben",24y 24d,97 (49-0-48 50.52%),109 (1.12),←,
39,"Kellaway, Andrew",25y 192d,66 (33-0-33 50.00%),14 (0.21),←,
3,"Kellaway, Duncan",28y 106d,152 (77-1-74 50.99%),10 (0.07),←,
33,"Knights, Matthew",30y 241d,248 (104-0-144 41.94%),130 (0.52),←,
34,"Mills, Andrew",19y 350d,4 (3-0-1 75.00%),2 (0.50),←,
5,"Ottens, Brad",21y 129d,64 (31-0-33 48.44%),70 (1.09),←,
4,"Rogers, Matthew",27y 190d,145 (78-1-66 54.14%),132 (0.91),←,
32,"Tivendale, Greg",22y 45d,44 (21-0-23 47.73%),29 (0.66),←,
29,"Torney, Jason",23y 352d,81 (42-1-38 52.47%),9 (0.11),←,
41,"Vardy, Royce",21y 31d,15 (9-0-6 60.00%),,←,
Totals,Totals,25y 49d,2377 (1162-11-1204 48.89%),1426 (0.60),,
C,"Frawley, Danny",37y 268d,32 (17-0-15 53.13%),,←,
