Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Carlisle, Jake",8,5,4,12,,,,2.0,,,,,,,,2.0,9.0,,,3.0,,,91.0
12 ↓,"Crameri, Stewart",5,2,,5,2,,,3.0,,2.0,,2.0,1.0,,,3.0,3.0,1.0,1.0,,1.0,,54.0
47,"DellOlio, Cory",5,4,5,10,2,,,1.0,,1.0,,1.0,,,,5.0,5.0,1.0,2.0,,,,83.0
15,"Dempsey, Courtenay",17,13,6,23,1,,,5.0,4.0,4.0,,2.0,1.0,,,3.0,20.0,,,1.0,1.0,1.0,87.0
31,"Fletcher, Dustin",24,9,3,27,,,,1.0,6.0,2.0,1.0,3.0,,,,6.0,17.0,,,5.0,,,97.0
34,"Hardingham, Kyle",14,4,6,20,,,,1.0,3.0,1.0,,3.0,2.0,1.0,,7.0,13.0,1.0,,5.0,1.0,,91.0
21,"Heppell, Dyson",12,8,6,18,,,2.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,,3.0,15.0,,,1.0,,1.0,87.0
43,"Hibberd, Michael",16,10,8,24,,,,2.0,2.0,,1.0,3.0,1.0,1.0,,8.0,17.0,1.0,,2.0,,,81.0
19,"Hille, David",9,5,6,15,,1.0,18.0,1.0,1.0,1.0,1.0,2.0,,1.0,,4.0,10.0,1.0,1.0,4.0,,1.0,84.0
39,"Hocking, Heath",16,8,11,27,1,3.0,,6.0,2.0,3.0,4.0,3.0,1.0,2.0,1.0,12.0,15.0,2.0,,2.0,,1.0,84.0
26,"Hooker, Cale",17,14,4,21,,,,,4.0,,,2.0,,1.0,,3.0,17.0,1.0,,1.0,2.0,,95.0
40,"Howlett, Ben",14,7,12,26,,,,9.0,,5.0,6.0,2.0,3.0,2.0,,11.0,14.0,1.0,,,,2.0,81.0
18,"Hurley, Michael",14,12,8,22,5,1.0,,2.0,,7.0,,2.0,,,2.0,6.0,16.0,,3.0,1.0,,2.0,86.0
7,"Jetta, Leroy",7,3,2,9,,2.0,,4.0,,3.0,,1.0,1.0,1.0,,7.0,3.0,1.0,1.0,,,2.0,85.0
14,"Lonergan, Sam",9,5,10,19,,,,4.0,1.0,2.0,3.0,2.0,,1.0,,11.0,9.0,1.0,,2.0,,1.0,81.0
42 ↑,"Lovett-Murray, Nathan",2,,8,10,,1.0,1.0,2.0,,2.0,4.0,,,,,7.0,3.0,,,,2.0,,32.0
17,"Melksham, Jake",9,6,5,14,2,,,1.0,,7.0,1.0,1.0,2.0,1.0,,5.0,11.0,,,3.0,,,80.0
23,"Myers, David",8,5,8,16,,,1.0,5.0,3.0,1.0,2.0,1.0,1.0,,,7.0,9.0,,,1.0,2.0,,80.0
37,"Reimers, Kyle",12,7,,12,3,4.0,,2.0,,1.0,,1.0,1.0,,,3.0,9.0,,5.0,1.0,,1.0,87.0
30,"Ryder, Paddy",10,10,6,16,2,,15.0,2.0,1.0,,2.0,1.0,,1.0,,2.0,14.0,,2.0,1.0,1.0,,85.0
5,"Stanton, Brent",20,7,9,29,,1.0,,4.0,3.0,8.0,5.0,3.0,1.0,2.0,,9.0,21.0,,1.0,,1.0,,86.0
4,"Watson, Jobe",18,6,12,30,3,,,3.0,3.0,1.0,5.0,1.0,,,3.0,13.0,18.0,,,1.0,1.0,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,266,150,139,405,21,14.0,37.0,62.0,37.0,54.0,37.0,38.0,16.0,15.0,6.0,137.0,268.0,11.0,16.0,34.0,12.0,12.0,
Opposition,Opposition,199,97,140,339,8,8.0,33.0,55.0,30.0,48.0,36.0,47.0,15.0,16.0,,125.0,212.0,9.0,10.0,40.0,14.0,5.0,
