Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",15,2,16,31,,,,1.0,,,,,1.0,,,,,,,,,,
32,"Baldwin, Jason",7,3,9,16,,,,1.0,,,,,1.0,1.0,,,,,,,,,
5,"Barker, John",7,4,4,11,,,,,,,,,,3.0,,,,,,,,,
41,"Bird, Peter",,,2,2,,,,1.0,,,,,,1.0,,,,,,,,,
14,"Bizzotto, Frank",2,1,3,5,,,,2.0,,,,,,,,,,,,,,,
1,"Boyd, Brad",7,1,7,14,,,,3.0,,,,,,3.0,,,,,,,,,
40,"Bruce, Jeff",6,5,,6,3,,,2.0,,,,,,3.0,,,,,,,,,
35,"Cook, Brett",3,2,7,10,,,16.0,,,,,,1.0,1.0,,,,,,,,,
24,"Cummings, Trent",9,5,5,14,1,,,,,,,,2.0,1.0,,,,,,,,,
31,"Dent, Matthew",4,1,6,10,,,,4.0,,,,,1.0,3.0,,,,,,,,,
6,"Guard, Jeremy",4,1,5,9,,,,3.0,,,,,1.0,,,,,,,,,,
3,"Hawkins, Doug",11,1,14,25,,,,3.0,,,,,,2.0,1.0,,,,,,,,
19,"Holmes, Darren",9,1,5,14,,,,,,,,,1.0,,,,,,,,,,
2,"Johnson, Chris",7,3,2,9,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
36,"Lamb, Wayne",8,1,6,14,,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,
38,"McCarthy, Adam",12,3,13,25,,,,3.0,,,,,2.0,1.0,,,,,,,,,
25,"McCarthy, John",13,5,5,18,3,2.0,2.0,2.0,,,,,3.0,,,,,,,,,,
11,"McGregor, Anthony",7,,4,11,,1.0,,1.0,,,,,,,,,,,,,,,
7,"Molloy, Jarrod",4,4,8,12,,1.0,1.0,3.0,,,,,2.0,3.0,,,,,,,,,
4,"Paxman, Stephen",4,2,3,7,,,,2.0,,,,,3.0,1.0,,,,,,,,,
16,"Zanotti, Mark",11,4,4,15,,,1.0,2.0,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,150,49,128,278,8,6.0,21.0,35.0,,,,,22.0,27.0,1.0,,,,,,,,
Opposition,Opposition,168,61,119,287,12,10.0,14.0,24.0,,,,,27.0,22.0,5.0,,,,,,,,
