Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",29y 226d,167 (94-0-73 56.29%),22 (0.13),←,
35,"Biglands, Rhett",28y 320d,127 (78-0-49 61.42%),55 (0.43),←,
44,"Bock, Nathan",23y 123d,35 (22-0-13 62.86%),12 (0.34),←,
10,"Bode, Matthew",27y 22d,99 (55-0-44 55.56%),81 (0.82),70 (44-0-26 62.86%),56 (0.80)
24,"Burton, Brett",28y 78d,131 (72-0-59 54.96%),179 (1.37),←,
4,"Clarke, Matthew",32y 306d,240 (120-2-118 50.42%),34 (0.14),110 (58-0-52 52.73%),15 (0.14)
11,"Doughty, Michael",26y 350d,92 (61-0-31 66.30%),28 (0.30),←,
9,"Edwards, Tyson",29y 349d,235 (130-0-105 55.32%),149 (0.63),←,
36,"Goodwin, Simon",29y 207d,186 (109-0-77 58.60%),111 (0.60),←,
34,"Hart, Ben",32y 12d,307 (165-1-141 53.91%),45 (0.15),←,
18,"Johncock, Graham",23y 273d,101 (61-0-40 60.40%),79 (0.78),←,
3,"Massie, Kris",26y 52d,101 (60-0-41 59.41%),21 (0.21),58 (34-0-24 58.62%),9 (0.16)
39,"Mattner, Martin",23y 349d,71 (46-0-25 64.79%),12 (0.17),←,
16,"McGregor, Ken",25y 173d,133 (75-0-58 56.39%),90 (0.68),←,
23,"McLeod, Andrew",29y 351d,256 (141-0-115 55.08%),240 (0.94),←,
33,"Reilly, Brent",22y 251d,60 (41-0-19 68.33%),26 (0.43),←,
32,"Ricciuto, Mark",31y 43d,300 (157-1-142 52.50%),278 (0.93),←,
25,"Rutten, Ben",23y 54d,52 (38-0-14 73.08%),5 (0.10),←,
12,"Shirley, Robert",26y 42d,91 (55-0-36 60.44%),20 (0.22),←,
27,"Stevens, Scott",24y 187d,49 (23-1-25 47.96%),32 (0.65),24 (13-0-11 54.17%),15 (0.63)
5,"Thompson, Scott",23y 129d,78 (49-0-29 62.82%),62 (0.79),39 (31-0-8 79.49%),45 (1.15)
15,"Torney, Jason",29y 35d,169 (91-1-77 54.14%),25 (0.15),51 (32-0-19 62.75%),9 (0.18)
Totals,Totals,27y 63d,3080 (1743-6-1331 56.59%),1606 (0.52),,
C,"Craig, Neil",50y 191d,50 (36-0-14 72.00%),,←,
