Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",20y 107d,52 (25-1-26 49.04%),67 (1.29),←,
35,"Chapman, Paul",22y 298d,73 (36-1-36 50.00%),77 (1.05),←,
11,"Corey, Joel",22y 194d,80 (38-1-41 48.13%),26 (0.32),←,
7,"Graham, Ben",30y 301d,216 (120-2-94 56.02%),144 (0.67),←,
2,"Harley, Tom",26y 42d,113 (59-2-52 53.10%),7 (0.06),112 (58-2-52 52.68%),6 (0.05)
8,"Haynes, David",23y 80d,59 (27-2-30 47.46%),53 (0.90),13 (7-0-6 53.85%),10 (0.77)
41,"Hunt, Josh",22y 168d,36 (22-0-14 61.11%),4 (0.11),←,
28,"Johnson, David",22y 306d,27 (13-0-14 48.15%),5 (0.19),←,
20,"Johnson, Steve",21y 56d,37 (17-1-19 47.30%),57 (1.54),←,
1,"King, Steven",25y 281d,150 (74-1-75 49.67%),70 (0.47),←,
18,"Kingsley, Kent",25y 338d,87 (48-0-39 55.17%),166 (1.91),75 (37-0-38 49.33%),156 (2.08)
36,"Koulouriotis, Paul",22y 190d,9 (7-0-2 77.78%),2 (0.22),6 (5-0-1 83.33%),2 (0.33)
45,"Ling, Cameron",23y 184d,87 (44-2-41 51.72%),39 (0.45),←,
39,"Milburn, Darren",27y 136d,140 (68-0-72 48.57%),52 (0.37),←,
32,"Moloney, Brent",20y 214d,20 (11-1-8 57.50%),6 (0.30),←,
21,"Mooney, Cameron",24y 338d,82 (45-1-36 55.49%),61 (0.74),71 (35-1-35 50.00%),59 (0.83)
22,"Playfair, Henry",21y 220d,21 (12-1-8 59.52%),6 (0.29),←,
15,"Riccardi, Peter",31y 256d,257 (143-3-111 56.23%),267 (1.04),←,
33,"Rooke, Max",22y 254d,44 (18-1-25 42.05%),4 (0.09),←,
27,"Sanderson, Brenton",30y 184d,197 (98-3-96 50.51%),33 (0.17),187 (96-3-88 52.14%),28 (0.15)
30,"Scarlett, Matthew",25y 85d,113 (58-1-54 51.77%),10 (0.09),←,
6,"Spriggs, David",23y 217d,63 (26-2-35 42.86%),20 (0.32),←,
Totals,Totals,24y 169d,1963 (1009-26-928 51.40%),1176 (0.60),,
C,"Thompson, Mark",40y 284d,111 (54-2-55 49.55%),,←,
