Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
30,"Atkins, Tom",26y 224d,64 (42-0-22 65.63%),10 (0.16),←,
24,"Bews, Jed",28y 137d,134 (80-2-52 60.45%),16 (0.12),←,
46,"Blicavs, Mark",31y 33d,210 (138-2-70 66.19%),47 (0.22),←,
5,"Cameron, Jeremy",29y 29d,193 (91-3-99 47.93%),485 (2.51),22 (14-0-8 63.64%),58 (2.64)
45,"Close, Brad",23y 274d,37 (25-0-12 67.57%),25 (0.68),←,
40,"Dahlhaus, Luke",29y 252d,222 (115-0-107 51.80%),141 (0.64),68 (45-0-23 66.18%),31 (0.46)
16,"De Koning, Sam",21y 63d,7 (5-0-2 71.43%),,←,
28,"Dempsey, Oliver",19y 113d,2 (1-0-1 50.00%),1 (0.50),←,
22,"Duncan, Mitch",30y 324d,242 (171-1-70 70.87%),169 (0.70),←,
29,"Guthrie, Cameron",29y 254d,212 (138-2-72 65.57%),65 (0.31),←,
26,"Hawkins, Tom",33y 283d,309 (218-2-89 70.87%),687 (2.22),←,
4,"Higgins, Shaun",34y 57d,259 (123-1-135 47.68%),229 (0.88),22 (15-0-7 68.18%),5 (0.23)
9,"Holmes, Max",19y 244d,19 (12-0-7 63.16%),5 (0.26),←,
8,"Kolodjashnij, Jake",26y 264d,139 (90-2-47 65.47%),2 (0.01),←,
32,"Miers, Gryan",23y 31d,65 (42-0-23 64.62%),59 (0.91),←,
42,"OConnor, Mark",25y 103d,69 (44-0-25 63.77%),4 (0.06),←,
3,"Parfitt, Brandan",24y 3d,102 (71-0-31 69.61%),43 (0.42),←,
14,"Selwood, Joel",33y 339d,340 (245-1-94 72.21%),169 (0.50),←,
7,"Smith, Isaac",33y 121d,241 (165-1-75 68.67%),182 (0.76),31 (21-0-10 67.74%),17 (0.55)
1,"Stanley, Rhys",31y 150d,170 (94-1-75 55.59%),104 (0.61),112 (73-1-38 65.63%),64 (0.57)
18,"Stengle, Tyson",23y 193d,23 (9-0-14 39.13%),28 (1.22),7 (4-0-3 57.14%),13 (1.86)
44,"Stewart, Tom",29y 46d,112 (74-0-38 66.07%),3 (0.03),←,
2,"Tuohy, Zach",32y 141d,233 (120-2-111 51.93%),80 (0.34),113 (72-1-40 64.16%),40 (0.35)
Totals,Totals,27y 303d,3404 (2113-20-1271 62.07%),2554 (0.75),,
C,"Scott, Chris",45y 362d,268 (183-2-83 68.66%),,←,
