West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Ball, Jason",7,5,9,16,,1.0,3.0,1.0,,,,,,,,,,,,,,,
20,"Bond, Shane",3,3,4,7,,2.0,,2.0,,,,,1.0,1.0,,,,,,,,,
14,"Brennan, Michael",12,10,6,18,1,,2.0,2.0,,,,,,,,,,,,,,,
18,"Evans, Tony",8,2,6,14,2,1.0,,6.0,,,,,1.0,,,,,,,,,,
25,"Gehrig, Fraser",9,5,2,11,3,,,1.0,,,,,,1.0,,,,,,,,,
1,"Heady, Brett",11,4,1,12,1,3.0,,1.0,,,,,,1.0,,,,,,,,,
22,"Hynes, David",5,6,5,10,,,,1.0,,,,,,1.0,,,,,,,,,
27,"Jakovich, Glen",10,2,5,15,,,,1.0,,,,,,2.0,,,,,,,,,
2,"Kemp, Dean",9,6,8,17,,1.0,,1.0,,,,,1.0,,,,,,,,,,
37,"Lyle, Brayden",9,3,7,16,,,,1.0,,,,,,,,,,,,,,,
3,"Mainwaring, Chris",14,4,6,20,,,,4.0,,,,,,1.0,,,,,,,,,
30,"Matera, Peter",4,1,2,6,2,,,,,,,,1.0,2.0,,,,,,,,,
17,"McKenna, Guy",3,1,11,14,1,,,5.0,,,,,2.0,,,,,,,,,,
8,"Metropolis, Daniel",15,8,7,22,,,,4.0,,,,,1.0,,,,,,,,,,
10,"Pyke, Don",4,1,2,6,,,,,,,,,1.0,1.0,,,,,,,,,
16,"Symmons, Paul",9,,1,10,,,,1.0,,,,,1.0,1.0,,,,,,,,,
7,"Turley, Craig",5,,2,7,,,,,,,,,,,,,,,,,,,
50,"Turnbull, Ryan",3,1,2,5,,,4.0,,,,,,1.0,,,,,,,,,,
39,"Waterman, Chris",18,7,5,23,,,,3.0,,,,,1.0,,,,,,,,,,
12,"White, Mitchell",5,7,9,14,,,,1.0,,,,,,1.0,,,,,,,,,
24,"Worsfold, John",6,2,6,12,,,,2.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,169,78,106,275,10,11.0,9.0,37.0,,,,,12.0,12.0,,,,,,,,,
Opposition,Opposition,186,61,107,293,18,21.0,23.0,30.0,,,,,12.0,12.0,,,,,,,,,
