Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",7,2.0,3.0,10,,,,,1.0,4.0,2.0,2.0,,1.0,,5,5.0,,,,2.0,,
11,"Archer, Glenn",6,3.0,3.0,9,,1.0,2.0,2.0,,1.0,1.0,2.0,,,,6,4.0,1.0,1.0,,1.0,,
26,"Bell, Peter",17,2.0,16.0,33,,,,4.0,5.0,4.0,8.0,5.0,5.0,1.0,,16,17.0,1.0,1.0,2.0,1.0,,
12,"Blakey, John",3,2.0,6.0,9,,,,5.0,,,,,1.0,,,5,5.0,1.0,,4.0,,,
22,"Burton, Matthew",4,2.0,1.0,5,,,12.0,,,2.0,3.0,,1.0,1.0,,3,3.0,,,,,,
16,"Capuano, Mathew",4,2.0,3.0,7,,,9.0,,2.0,,1.0,,1.0,,,6,1.0,1.0,,,,,
18,"Carey, Wayne",5,1.0,2.0,7,1.0,,,1.0,,,1.0,2.0,2.0,,,5,2.0,,,1.0,3.0,,
9,"Chandler, Brett",1,,,1,,,,3.0,,,,,,,,1,,,,,,,
23,"Clayton, Shane",5,2.0,1.0,6,,,,2.0,,1.0,1.0,2.0,,,,3,3.0,,,2.0,,,
45,"Cochrane, Stuart",2,1.0,3.0,5,,,,,1.0,1.0,1.0,,,,,2,3.0,,,,,,
2,"Colbert, Leigh",6,4.0,5.0,11,,1.0,,2.0,,1.0,3.0,1.0,,,,6,5.0,1.0,,,,,
6,"Grant, Shannon",12,5.0,3.0,15,1.0,,,1.0,5.0,2.0,2.0,,,,,9,6.0,2.0,1.0,1.0,,,
29,"Harvey, Brent",15,6.0,1.0,16,1.0,3.0,,2.0,,5.0,2.0,2.0,,1.0,,4,11.0,,1.0,1.0,2.0,,
34,"King, David",20,4.0,2.0,22,7.0,,,2.0,2.0,10.0,6.0,1.0,,3.0,,10,11.0,1.0,2.0,1.0,2.0,,
35,"Makepeace, Troy",7,2.0,3.0,10,,,,2.0,2.0,2.0,,2.0,1.0,,,5,5.0,,,1.0,,,
4,"Martyn, Mick",3,2.0,6.0,9,,,1.0,,3.0,,,1.0,1.0,,,5,5.0,,,3.0,2.0,,
5,"McCartney, Jason",11,4.0,6.0,17,,,,3.0,6.0,1.0,1.0,5.0,,1.0,,12,5.0,2.0,,3.0,1.0,,
31,"McKernan, Corey",11,9.0,3.0,14,1.0,,9.0,1.0,,5.0,1.0,3.0,,1.0,,7,7.0,4.0,1.0,,1.0,,
44,"Motlop, Shannon",8,2.0,2.0,10,,2.0,,2.0,,3.0,,2.0,3.0,,,9,2.0,1.0,,3.0,,,
28,"Pickett, Byron",9,4.0,3.0,12,,,,2.0,4.0,2.0,1.0,2.0,,,,8,4.0,2.0,,5.0,3.0,,
7,"Simpson, Adam",13,1.0,1.0,14,,,,1.0,2.0,4.0,,,,1.0,,6,7.0,,,2.0,,,
10,"Stevens, Anthony",12,5.0,4.0,16,,,,2.0,6.0,2.0,3.0,,1.0,,,11,6.0,,,,1.0,,
Totals,Totals,181,65.0,77.0,258,11.0,7.0,33.0,37.0,39.0,50.0,37.0,32.0,16.0,10.0,,144,117.0,17.0,7.0,29.0,19.0,,
Opposition,Opposition,252,111.0,156.0,408,31.0,12.0,23.0,32.0,34.0,78.0,47.0,44.0,10.0,16.0,,161,246.0,29.0,26.0,29.0,18.0,,
