Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",24y 364d,56 (30-0-26 53.57%),78 (1.39),←,
21,"Barlow, Michael",24y 209d,37 (18-0-19 48.65%),26 (0.70),←,
26,"Bradley, Kepler",26y 244d,105 (35-1-69 33.81%),77 (0.73),56 (22-0-34 39.29%),63 (1.13)
6,"Broughton, Greg",25y 289d,68 (29-0-39 42.65%),15 (0.22),←,
15,"Crowley, Ryan",28y 131d,130 (63-0-67 48.46%),96 (0.74),←,
40,"de Boer, Matt",22y 126d,68 (32-0-36 47.06%),23 (0.34),←,
41,"Duffield, Paul",27y 160d,102 (45-0-57 44.12%),22 (0.22),←,
12,"Griffin, Jonathon",26y 182d,56 (28-0-28 50.00%),13 (0.23),15 (7-0-8 46.67%),6 (0.40)
32,"Hill, Stephen",22y 74d,80 (37-0-43 46.25%),49 (0.61),←,
5,"Ibbotson, Garrick",24y 121d,93 (37-0-56 39.78%),19 (0.20),←,
37,"Johnson, Michael",27y 268d,140 (68-0-72 48.57%),53 (0.38),←,
23,"Mayne, Chris",23y 255d,73 (35-0-38 47.95%),90 (1.23),←,
18,"McPharlin, Luke",30y 226d,203 (99-0-104 48.77%),114 (0.56),191 (91-0-100 47.64%),111 (0.58)
9,"McPhee, Adam",29y 282d,214 (92-1-121 43.22%),110 (0.51),72 (33-0-39 45.83%),27 (0.38)
16,"Mundy, David",26y 360d,155 (74-0-81 47.74%),59 (0.38),←,
13,"Mzungu, Tendai",26y 137d,29 (12-0-17 41.38%),17 (0.59),←,
29,"Pavlich, Matthew",30y 196d,271 (120-0-151 44.28%),527 (1.94),←,
46,"Pearce, Clancee",21y 265d,41 (16-0-25 39.02%),22 (0.54),←,
24,"Roberton, Dylan",21y 23d,33 (19-0-14 57.58%),5 (0.15),←,
34,"Spurr, Lee",24y 353d,4 (3-0-1 75.00%),,←,
33,"Sutcliffe, Cam",20y 52d,2 (2-0-0 100.00%),,←,
38,"Walters, Michael",21y 189d,12 (5-0-7 41.67%),17 (1.42),←,
Totals,Totals,25y 138d,1972 (899-2-1071 45.59%),1432 (0.73),,
C,"Lyon, Ross",45y 249d,136 (84-4-48 63.24%),,15 (8-0-7 53.33%),
