Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",20y 203d,50 (10-0-40 20.00%),8 (0.16),←,
43,"Barrett, Jake",21y 236d,12 (3-0-9 25.00%),9 (0.75),11 (3-0-8 27.27%),9 (0.82)
4,"Bastinac, Ryan",26y 10d,151 (73-0-78 48.34%),82 (0.54),30 (6-0-24 20.00%),16 (0.53)
13,"Berry, Jarrod",19y 147d,12 (2-0-10 16.67%),6 (0.50),←,
8,"Bewick, Rohan",27y 265d,99 (31-0-68 31.31%),70 (0.71),←,
26,"Cutler, Tom",22y 132d,43 (11-0-32 25.58%),19 (0.44),←,
27,"Gardiner, Darcy",21y 283d,56 (14-0-42 25.00%),3 (0.05),←,
30,"Hipwood, Eric",19y 292d,24 (5-0-19 20.83%),33 (1.38),←,
35,"Lester, Ryan",24y 310d,94 (28-0-66 29.79%),42 (0.45),←,
12,"Martin, Stefan",30y 227d,128 (30-1-97 23.83%),39 (0.30),71 (16-0-55 22.54%),16 (0.23)
36,"Mathieson, Rhys",20y 173d,16 (4-0-12 25.00%),10 (0.63),←,
32,"Mayes, Sam",23y 43d,88 (25-0-63 28.41%),26 (0.30),←,
6,"McCluggage, Hugh",19y 121d,11 (2-0-9 18.18%),3 (0.27),←,
25,"McStay, Daniel",22y 8d,53 (11-0-42 20.75%),31 (0.58),←,
10,"Rich, Daniel",27y 25d,157 (50-1-106 32.17%),97 (0.62),←,
18,"Robertson, Nick",22y 29d,40 (6-0-34 15.00%),7 (0.17),←,
38,"Rockliff, Tom",27y 130d,146 (44-0-102 30.14%),77 (0.53),←,
44,"Smith, Archie",21y 348d,8 (3-0-5 37.50%),4 (0.50),←,
28,"Taylor, Lewis",22y 135d,77 (16-0-61 20.78%),59 (0.77),←,
14,"Walker, Josh",24y 232d,52 (23-1-28 45.19%),62 (1.19),19 (4-0-15 21.05%),27 (1.42)
29,"Witherden, Alex",18y 295d,2 (1-0-1 50.00%),,←,
15,"Zorko, Dayne",28y 143d,115 (35-0-80 30.43%),121 (1.05),←,
Totals,Totals,23y 106d,1434 (427-3-1004 29.78%),808 (0.56),,
C,"Fagan, Chris",56y 9d,14 (3-0-11 21.43%),,←,
