Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Cook, Myke",21y 232d,14 (4-0-10 28.57%),2 (0.14),←,
32,"Dangerfield, Patrick",21y 54d,51 (25-0-26 49.02%),62 (1.22),←,
11,"Doughty, Michael",31y 297d,195 (114-0-81 58.46%),43 (0.22),←,
26,"Douglas, Richard",24y 112d,87 (44-0-43 50.57%),59 (0.68),←,
45,"Henderson, Ricky",22y 260d,21 (9-0-12 42.86%),19 (0.90),←,
24,"Jacobs, Sam",23y 49d,23 (9-0-14 39.13%),4 (0.17),6 (2-0-4 33.33%),1 (0.17)
10,"Jaensch, Matthew",21y 253d,19 (8-0-11 42.11%),10 (0.53),←,
18,"Johncock, Graham",28y 220d,193 (107-0-86 55.44%),94 (0.49),←,
21,"Knights, Chris",24y 246d,84 (46-0-38 54.76%),64 (0.76),←,
35,"McKernan, Shaun",20y 270d,10 (4-0-6 40.00%),9 (0.90),←,
23,"Petrenko, Jared",21y 158d,23 (7-0-16 30.43%),10 (0.43),←,
3,"Reilly, Brent",27y 198d,144 (78-0-66 54.17%),46 (0.32),←,
25,"Rutten, Ben",28y 1d,157 (91-0-66 57.96%),6 (0.04),←,
29,"Sellar, James",22y 66d,19 (11-0-8 57.89%),3 (0.16),←,
9,"Sloane, Rory",21y 73d,20 (10-0-10 50.00%),9 (0.45),←,
33,"Smith, Brodie",19y 135d,9 (3-0-6 33.33%),2 (0.22),←,
28,"Thompson, Luke",20y 110d,7 (2-0-5 28.57%),2 (0.29),←,
5,"Thompson, Scott",28y 76d,185 (103-0-82 55.68%),125 (0.68),146 (85-0-61 58.22%),108 (0.74)
4,"Tippett, Kurt",24y 21d,73 (36-0-37 49.32%),133 (1.82),←,
7,"van Berlo, Nathan",24y 357d,125 (72-0-53 57.60%),36 (0.29),←,
13,"Walker, Taylor",21y 34d,39 (17-0-22 43.59%),72 (1.85),←,
47,"Wright, Matthew",21y 166d,6 (2-0-4 33.33%),5 (0.83),←,
Totals,Totals,23y 237d,1504 (802-0-702 53.32%),815 (0.54),,
C,"Craig, Neil",55y 138d,159 (91-0-68 57.23%),,←,
