Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",21y 83d,34 (6-0-28 17.65%),22 (0.65),←,
10,"Ballard, Charlie",19y 285d,18 (4-0-14 22.22%),1 (0.06),←,
3,"Bowes, Jack",21y 98d,34 (8-0-26 23.53%),9 (0.26),←,
25,"Collins, Sam",24y 323d,21 (6-0-15 28.57%),,7 (3-0-4 42.86%),
19,"Corbett, Josh",23y 11d,2 (0-0-2 0.00%),2 (1.00),←,
8,"Fiorini, Brayden",21y 255d,33 (9-0-24 27.27%),12 (0.36),←,
5,"Harbrow, Jarrod",30y 290d,231 (84-2-145 36.80%),54 (0.23),161 (44-1-116 27.64%),33 (0.20)
39,"Holman, Nick",23y 340d,37 (8-0-29 21.62%),17 (0.46),28 (7-0-21 25.00%),17 (0.61)
20,"Hombsch, Jack",26y 58d,105 (53-0-52 50.48%),1 (0.01),7 (3-0-4 42.86%),
33,"Horlin-Smith, George",26y 133d,55 (34-1-20 62.73%),27 (0.49),4 (0-0-4 0.00%),
38,"Joyce, Jesse",21y 260d,53 (15-0-38 28.30%),1 (0.02),←,
44,"Macpherson, Darcy",21y 187d,24 (6-0-18 25.00%),12 (0.50),←,
4,"Martin, Jack",24y 95d,88 (25-1-62 28.98%),75 (0.85),←,
2,"Miles, Anthony",27y 65d,76 (39-0-37 51.32%),28 (0.37),5 (3-0-2 60.00%),3 (0.60)
11,"Miller, Touk",23y 71d,89 (20-1-68 23.03%),26 (0.29),←,
31,"Murdoch, Jordan",27y 42d,115 (75-2-38 66.09%),73 (0.63),7 (3-0-4 42.86%),
27,"Powell, Wil",19y 251d,12 (4-0-8 33.33%),5 (0.42),←,
6,"Sexton, Alex",25y 152d,104 (28-0-76 26.92%),87 (0.84),←,
24,"Swallow, David",26y 166d,124 (34-0-90 27.42%),61 (0.49),←,
28,"Witts, Jarrod",26y 233d,87 (31-0-56 35.63%),23 (0.26),47 (13-0-34 27.66%),5 (0.11)
30,"Wright, Peter",22y 238d,56 (13-0-43 23.21%),74 (1.32),←,
15,"Young, Aaron",26y 149d,99 (42-1-56 42.93%),82 (0.83),23 (4-0-19 17.39%),20 (0.87)
Totals,Totals,24y 56d,1497 (544-8-945 36.34%),692 (0.46),,
C,"Dew, Stuart",39y 259d,29 (7-0-22 24.14%),,←,
