Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",20,4,7,27,,,1.0,1.0,,,,,1.0,2.0,,,,,,,,,
35,"Baxter, Darren",4,4,3,7,,,,,,,,,,1.0,,,,,,,,,
18,"Cameron, Leon",8,1,2,10,,1.0,,,,,,,,1.0,,,,,,,,,
1,"Charles, Justin",8,5,3,11,3,1.0,2.0,,,,,,,2.0,,,,,,,,,
20,"Coleman, Glenn",14,13,9,23,,,,,,,,,2.0,2.0,,,,,,,,,
22,"Cullen, Mark",9,2,12,21,,,,3.0,,,,,,5.0,,,,,,,,,
26,"Del-Re, Danny",5,4,7,12,3,,,,,,,,1.0,,,,,,,,,,
12,"Eppelstun, Greg",8,,1,9,,,,1.0,,,,,1.0,1.0,,,,,,,,,
45,"Ford, Michael",9,3,2,11,1,,,,,,,,,,,,,,,,,,
32,"Foster, Peter",13,7,8,21,,,,2.0,,,,,2.0,3.0,2.0,,,,,,,,
7,"Hawkins, Doug",8,5,3,11,3,3.0,,1.0,,,,,1.0,2.0,,,,,,,,,
10,"Hunter, Mark",13,2,7,20,,,,1.0,,,,,2.0,,,,,,,,,,
4,"Kellett, Nigel",12,4,10,22,,,,3.0,,,,,,2.0,,,,,,,,,
21,"Kolyniuk, Steven",17,3,3,20,,1.0,,6.0,,,,,,1.0,,,,,,,,,
31,"Krakouer, Phil",5,2,2,7,3,,,1.0,,,,,,3.0,,,,,,,,,
39,"Liberatore, Tony",12,2,15,27,,,,4.0,,,,,2.0,1.0,,,,,,,,,
27,"Macpherson, Stephen",11,,4,15,,,,,,,,,,,,,,,,,,,
33,"Royal, Brian",19,4,8,27,1,3.0,1.0,,,,,,3.0,1.0,,,,,,,,,
24,"Wallis, Stephen",8,2,6,14,,,,1.0,,,,,2.0,,,,,,,,,,
15,"Wynd, Scott",5,9,15,20,,,13.0,,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,76,127,335,14,13.0,17.0,24.0,,,,,18.0,29.0,2.0,,,,,,,,
Opposition,Opposition,217,72,135,352,19,14.0,16.0,15.0,,,,,29.0,18.0,4.0,,,,,,,,
