Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
25,"Brown, Nathan",23y 288d,7 (3-0-4 42.86%),,←,
28,"Collins, Matthew",23y 116d,22 (10-0-12 45.45%),6 (0.27),8 (4-0-4 50.00%),4 (0.50)
33,"Farmer, Jeff",22y 339d,91 (35-0-56 38.46%),179 (1.97),←,
20,"Febey, Matthew",30y 283d,142 (63-0-79 44.37%),44 (0.31),←,
21,"Febey, Steven",30y 283d,229 (115-0-114 50.22%),33 (0.14),←,
18,"Green, Brad",19y 76d,9 (5-0-4 55.56%),10 (1.11),←,
4,"Grgic, Brent",20y 233d,53 (22-0-31 41.51%),27 (0.51),←,
27,"Ingerson, Anthony",30y 228d,135 (53-0-82 39.26%),40 (0.30),98 (37-0-61 37.76%),15 (0.15)
36,"Leoncelli, Andrew",25y 316d,76 (31-0-45 40.79%),26 (0.34),←,
35,"McDonald, Anthony",27y 350d,66 (27-0-39 40.91%),28 (0.42),←,
9,"Neitz, David",25y 127d,149 (65-0-84 43.62%),223 (1.50),←,
44,"Nicholson, Alistair",22y 85d,19 (8-0-11 42.11%),,←,
7,"Powell, Stephen",23y 264d,42 (25-1-16 60.71%),31 (0.74),12 (6-0-6 50.00%),10 (0.83)
43,"Rigoni, Guy",25y 306d,57 (28-0-29 49.12%),18 (0.32),←,
24,"Robertson, Russell",21y 186d,44 (21-0-23 47.73%),55 (1.25),←,
5,"Schwarz, David",27y 309d,126 (53-1-72 42.46%),197 (1.56),←,
46,"Simmonds, Troy",21y 320d,17 (6-0-11 35.29%),3 (0.18),←,
42,"Walsh, Peter",23y 309d,30 (11-0-19 36.67%),4 (0.13),←,
45,"Whelan, Matthew",20y 197d,9 (5-0-4 55.56%),,←,
34,"White, Jeff",23y 99d,87 (39-0-48 44.83%),52 (0.60),55 (26-0-29 47.27%),34 (0.62)
22,"Woewodin, Shane",23y 321d,81 (32-0-49 39.51%),31 (0.38),←,
13,"Yze, Adem",22y 250d,106 (42-0-64 39.62%),51 (0.48),←,
Totals,Totals,24y 174d,1597 (699-2-896 43.77%),1058 (0.66),,
C,"Daniher, Neale",39y 103d,59 (28-0-31 47.46%),,←,
