Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
45,"Banik, Anthony",17y 199d,16 (6-0-10 37.50%),,←,
16,"Cloke, David",35y 188d,308 (179-2-127 58.44%),314 (1.02),194 (115-2-77 59.79%),263 (1.36)
13,"Egan, Phil",27y 176d,123 (49-0-74 39.84%),116 (0.94),←,
46,"Francis, Matthew",19y 340d,2 (0-0-2 0.00%),,←,
25,"Gale, Brendon",22y 17d,18 (6-0-12 33.33%),19 (1.06),←,
24,"Goodwin, Andy",27y 36d,40 (12-0-28 30.00%),9 (0.22),←,
19,"Hamilton, Greg",22y 41d,25 (6-0-19 24.00%),16 (0.64),←,
42,"Honybun, David",28y 123d,41 (16-0-25 39.02%),31 (0.76),36 (13-0-23 36.11%),29 (0.81)
40,"James, Stephen",25y 126d,76 (28-0-48 36.84%),78 (1.03),←,
33,"Knights, Matthew",19y 303d,41 (13-0-28 31.71%),25 (0.61),←,
4,"Lambert, Craig",21y 303d,56 (16-0-40 28.57%),14 (0.25),←,
1,"Lee, Mark",31y 128d,227 (102-1-124 45.15%),90 (0.40),←,
27,"Maxfield, Stuart",18y 117d,3 (1-0-2 33.33%),,←,
7,"Mitchell, Michael",28y 252d,68 (21-0-47 30.88%),90 (1.32),←,
22,"Nichols, Trent",21y 119d,41 (13-0-28 31.71%),36 (0.88),←,
36,"Nixon, Richard",24y 279d,33 (8-0-25 24.24%),3 (0.09),←,
21,"Powell, Tim",22y 112d,35 (10-0-25 28.57%),28 (0.80),←,
48,"Ryan, Stephen",20y 29d,18 (6-0-12 33.33%),22 (1.22),←,
17,"Smith, Craig",23y 189d,39 (9-0-30 23.08%),11 (0.28),←,
3,"Weightman, Dale",30y 305d,231 (108-2-121 47.19%),303 (1.31),←,
Totals,Totals,24y 151d,1441 (609-5-827 42.26%),1205 (0.84),,
C,"Bartlett, Kevin",43y 151d,62 (19-0-43 30.65%),,←,
