Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",28y 209d,121 (66-1-54 54.96%),436 (3.60),115 (61-1-53 53.48%),426 (3.70)
27,"Bews, Andrew",25y 283d,149 (70-1-78 47.32%),116 (0.78),←,
31,"Bourke, Tim",21y 14d,5 (3-0-2 60.00%),,←,
16,"Brownless, Bill",23y 90d,66 (34-1-31 52.27%),129 (1.95),←,
36,"Cameron, David",26y 24d,38 (21-0-17 55.26%),69 (1.82),←,
7,"Couch, Paul",25y 283d,102 (57-0-45 55.88%),85 (0.83),←,
28,"Darcy, Tim",26y 103d,92 (45-0-47 48.91%),24 (0.26),←,
18,"Denham, Sean",20y 364d,35 (17-0-18 48.57%),13 (0.37),←,
14,"Flanigan, Darren",28y 51d,115 (58-0-57 50.43%),43 (0.37),←,
48,"Gurrie, Michael",22y 12d,5 (3-0-2 60.00%),2 (0.40),←,
32,"Hocking, Garry",21y 202d,40 (24-1-15 61.25%),28 (0.70),←,
1,"Hocking, Steve",25y 100d,109 (57-0-52 52.29%),7 (0.06),←,
12,"Malakellis, Spiro",22y 5d,18 (13-0-5 72.22%),7 (0.39),←,
38,"McCrabb, Austin",25y 91d,19 (13-0-6 68.42%),2 (0.11),←,
11,"Morgan, Darren",25y 18d,83 (44-0-39 53.01%),65 (0.78),←,
24,"Poole, Trevor",26y 5d,103 (33-0-70 32.04%),60 (0.58),4 (3-0-1 75.00%),4 (1.00)
20,"Rogers, Andrew",25y 256d,28 (20-0-8 71.43%),3 (0.11),20 (15-0-5 75.00%),2 (0.10)
8,"Scott, Robert",21y 58d,60 (34-1-25 57.50%),75 (1.25),←,
9,"Sterrett, Ray",25y 35d,5 (4-0-1 80.00%),3 (0.60),←,
26,"Stoneham, Barry",22y 78d,70 (39-1-30 56.43%),62 (0.89),←,
Totals,Totals,24y 132d,1263 (655-6-602 51.86%),1229 (0.97),,
C,"Blight, Malcolm",40y 71d,47 (27-0-20 57.45%),,31 (21-0-10 67.74%),
