Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",23y 215d,86 (41-2-43 48.84%),49 (0.57),←,
35,"Baxter, Darren",27y 128d,122 (59-3-60 49.59%),25 (0.20),←,
6,"Campbell, Tony",24y 347d,93 (52-0-41 55.91%),62 (0.67),18 (13-0-5 72.22%),1 (0.06)
20,"Coleman, Glenn",31y 173d,183 (100-2-81 55.19%),112 (0.61),58 (32-1-25 56.03%),48 (0.83)
26,"Del-Re, Danny",24y 164d,38 (22-1-15 59.21%),80 (2.11),←,
29,"Grant, Chris",19y 225d,52 (29-1-22 56.73%),105 (2.02),←,
7,"Hawkins, Doug",32y 81d,281 (117-4-160 42.35%),186 (0.66),←,
21,"Kolyniuk, Steven",22y 20d,58 (30-1-27 52.59%),75 (1.29),←,
46,"Kretiuk, Steven",20y 21d,6 (4-0-2 66.67%),2 (0.33),←,
39,"Liberatore, Tony",26y 165d,77 (44-1-32 57.79%),47 (0.61),←,
27,"Macpherson, Stephen",27y 236d,155 (76-3-76 50.00%),139 (0.90),←,
25,"Mansfield, Matthew",23y 31d,17 (12-0-5 70.59%),2 (0.12),←,
2,"Reynolds, Keenan",23y 200d,35 (20-0-15 57.14%),3 (0.09),←,
33,"Royal, Brian",30y 226d,186 (99-2-85 53.76%),274 (1.47),←,
34,"Sexton, Ben",19y 270d,10 (6-1-3 65.00%),10 (1.00),←,
31,"Smith, Rohan",19y 55d,14 (11-0-3 78.57%),10 (0.71),←,
17,"Standfield, Barry",22y 163d,25 (15-0-10 60.00%),6 (0.24),←,
8,"Toohey, Bernard",29y 158d,239 (122-1-116 51.26%),112 (0.47),16 (12-0-4 75.00%),1 (0.06)
24,"Wallis, Stephen",27y 272d,194 (102-2-90 53.09%),48 (0.25),←,
15,"Wynd, Scott",22y 182d,73 (36-1-36 50.00%),11 (0.15),←,
Totals,Totals,24y 331d,1944 (997-25-922 51.29%),1358 (0.70),,
C,"Wheeler, Terry",37y 134d,62 (34-1-27 55.65%),,←,
