Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",3,2,6,9,,,,1.0,,,,,,,,,,,,,,,
25,"Bews, Andrew",9,3,7,16,,,,1.0,,,,,2.0,1.0,,,,,,,,,
30,"Bourke, Damian",6,3,2,8,,,5.0,,,,,,3.0,,,,,,,,,,
1,"Champion, Richard",7,1,,7,,,,,,,,,1.0,1.0,,,,,,,,,
5,"Chapman, Nathan",9,4,2,11,1,,,1.0,,,,,1.0,,,,,,,,,,
16,"Clarke, Matthew",6,6,3,9,,1.0,7.0,,,,,,,2.0,,,,,,,,,
20,"Craven, Danny",9,2,6,15,1,,,3.0,,,,,,3.0,,,,,,,,,
6,"Fletcher, Adrian",14,3,8,22,,,,3.0,,,,,1.0,3.0,,,,,,,,,
4,"Gastev, John",5,,1,6,,,,1.0,,,,,,1.0,,,,,,,,,
14,"Hamilton, Shane",9,4,5,14,,,,1.0,,,,,1.0,,,,,,,,,,
32,"Hart, Shaun",12,3,5,17,,,,1.0,,,,,1.0,1.0,,,,,,,,,
41,"Kennedy, Matthew",9,2,8,17,,,,2.0,,,,,1.0,3.0,,,,,,,,,
18,"Lambert, Craig",19,7,15,34,,,,3.0,,,,,3.0,,3.0,,,,,,,,
15,"Lehmann, Troy",1,,2,3,,,,,,,,,1.0,,,,,,,,,,
17,"Leslie, Martin",4,3,4,8,,,,,,,,,,,,,,,,,,,
2,"McAdam, Gilbert",11,3,11,22,1,2.0,,,,,,,,2.0,1.0,,,,,,,,
7,"McIvor, Scott",11,3,6,17,,,,1.0,,,,,2.0,3.0,,,,,,,,,
24,"Merrett, Roger",7,3,,7,2,,,,,,,,2.0,2.0,,,,,,,,,
8,"Peos, Paul",1,,2,3,,,,2.0,,,,,,2.0,,,,,,,,,
22,"Scott, Chris",12,8,5,17,1,1.0,,,,,,,,1.0,,,,,,,,,
3,"Voss, Michael",7,3,5,12,2,1.0,,,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,171,63,103,274,8,7.0,12.0,20.0,,,,,21.0,25.0,4.0,,,,,,,,
Opposition,Opposition,203,83,100,303,5,15.0,18.0,45.0,,,,,26.0,22.0,2.0,,,,,,,,
