Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
26,"Doyle, Greg",24y 301d,21 (10-0-11 47.62%),12 (0.57),19 (10-0-9 52.63%),9 (0.47)
23,"Dyson, Kevin",28y 79d,65 (34-0-31 52.31%),25 (0.38),←,
20,"Febey, Matthew",25y 337d,66 (34-0-32 51.52%),21 (0.32),←,
21,"Febey, Steven",25y 337d,149 (83-0-66 55.70%),21 (0.14),←,
22,"Hilton, Jeff",23y 56d,38 (22-0-16 57.89%),25 (0.66),32 (18-0-14 56.25%),19 (0.59)
15,"Hopgood, Paul",22y 1d,34 (22-0-12 64.71%),2 (0.06),←,
7,"Kowal, Darren",23y 34d,46 (27-0-19 58.70%),27 (0.59),←,
16,"Lovell, Andy",24y 359d,115 (58-1-56 50.87%),138 (1.20),←,
17,"Lovett, Brett",29y 63d,191 (110-1-80 57.85%),34 (0.18),←,
6,"Lovett, Glenn",25y 364d,91 (43-0-48 47.25%),62 (0.68),←,
3,"Lyon, Garry",27y 312d,186 (108-1-77 58.33%),341 (1.83),←,
9,"Neitz, David",20y 181d,60 (31-0-29 51.67%),44 (0.73),←,
4,"Obst, Andrew",30y 337d,103 (59-0-44 57.28%),47 (0.46),←,
19,"Prymke, Paul",24y 226d,39 (20-0-19 51.28%),2 (0.05),←,
24,"Sampson, Clay",19y 148d,4 (3-0-1 75.00%),,←,
10,"Seecamp, Marcus",22y 360d,67 (26-0-41 38.81%),13 (0.19),16 (8-0-8 50.00%),3 (0.19)
29,"Smith, Shaun",26y 30d,63 (35-1-27 56.35%),72 (1.14),16 (8-0-8 50.00%),34 (2.13)
11,"Stynes, Jim",29y 90d,194 (110-1-83 56.96%),116 (0.60),←,
2,"Tingay, Stephen",24y 343d,117 (65-0-52 55.56%),55 (0.47),←,
12,"Viney, Todd",29y 114d,157 (83-1-73 53.18%),61 (0.39),←,
27,"Wight, Sean",31y 129d,145 (80-0-65 55.17%),63 (0.43),←,
Totals,Totals,25y 270d,1951 (1063-6-882 54.48%),1181 (0.61),,
C,"Balme, Neil",43y 188d,61 (32-0-29 52.46%),,←,
