Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Akermanis, Jason",15,6,5,20,,,,1.0,1.0,6.0,2.0,1.0,,1.0,,3.0,17.0,,,1.0,1.0,,
10,"Ashcroft, Marcus",7,4,11,18,,,,1.0,3.0,2.0,,1.0,,,,5.0,13.0,,,,1.0,,
20,"Black, Simon",15,5,14,29,,,,5.0,4.0,6.0,8.0,2.0,1.0,1.0,,10.0,18.0,1.0,,1.0,2.0,,
26,"Bolton, Craig",9,7,8,17,3,,,,1.0,3.0,1.0,1.0,,,,6.0,11.0,1.0,2.0,1.0,,,
36,"Bradshaw, Daniel",8,4,1,9,3,2.0,,1.0,,,1.0,,1.0,,,6.0,3.0,1.0,3.0,,,,
16,"Brown, Jonathan",4,4,3,7,1,,1.0,3.0,,2.0,1.0,1.0,,1.0,,3.0,4.0,2.0,2.0,1.0,,,
30,"Copeland, Robert",5,4,,5,,,,2.0,,2.0,,,,2.0,,2.0,5.0,2.0,,2.0,,,
32,"Hart, Shaun",7,8,3,10,,1.0,,,,1.0,,,,,,3.0,7.0,2.0,1.0,1.0,,,
1,"Headland, Des",6,3,4,10,,,,1.0,,3.0,,2.0,,1.0,,2.0,8.0,,,2.0,,,
2,"Johnson, Chris",11,3,7,18,,1.0,,,4.0,,1.0,2.0,2.0,1.0,3.0,6.0,10.0,,,1.0,2.0,,
27,"Keating, Clark",1,,3,4,,1.0,19.0,2.0,,,,,,2.0,,4.0,,,,1.0,,,
44,"Lappin, Nigel",21,9,12,33,1,,,3.0,5.0,6.0,4.0,3.0,1.0,1.0,,14.0,20.0,1.0,1.0,2.0,4.0,,
11,"Lynch, Alastair",12,6,2,14,8,1.0,1.0,1.0,,2.0,,1.0,3.0,1.0,2.0,8.0,7.0,1.0,4.0,1.0,,,
43,"McDonald, Beau",5,1,1,6,1,,16.0,,,,,,,,,2.0,2.0,,,2.0,,,
4,"McRae, Craig",8,5,5,13,1,,,2.0,1.0,5.0,3.0,,,,,3.0,11.0,1.0,1.0,2.0,2.0,,
15,"Michael, Mal",3,3,7,10,,,,4.0,1.0,,1.0,1.0,2.0,2.0,,5.0,6.0,,,3.0,,,
8,"Notting, Tim",8,8,11,19,,,1.0,2.0,2.0,5.0,2.0,1.0,,,,6.0,12.0,,,1.0,,,
13,"Pike, Martin",4,2,5,9,,1.0,,1.0,2.0,,,,,,,1.0,8.0,,,,,,
5,"Scott, Brad",12,4,4,16,2,,,2.0,2.0,2.0,2.0,,1.0,,,3.0,13.0,,1.0,1.0,1.0,,
22,"Scott, Chris",7,7,7,14,,,,1.0,4.0,1.0,,,1.0,,,4.0,9.0,,,2.0,,,
3,"Voss, Michael",15,2,8,23,2,,,2.0,2.0,7.0,6.0,2.0,,,,7.0,18.0,,,,,,
33,"White, Darryl",14,8,4,18,1,,,1.0,5.0,,2.0,2.0,1.0,1.0,1.0,7.0,10.0,,,2.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,103,125,322,23,10.0,38.0,35.0,37.0,53.0,34.0,20.0,13.0,14.0,6.0,110.0,212.0,12.0,15.0,27.0,13.0,,
Opposition,Opposition,179,74,107,286,14,15.0,25.0,28.0,27.0,54.0,40.0,21.0,14.0,13.0,,126.0,164.0,9.0,14.0,10.0,6.0,,
