Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
7,"Baker, Liam",24y 191d,84 (53-3-28 64.88%),28 (0.33),←,
21,"Balta, Noah",22y 287d,59 (38-1-20 65.25%),22 (0.37),←,
29,"Bolton, Shai",23y 241d,87 (54-3-30 63.79%),96 (1.10),←,
35,"Broad, Nathan",29y 113d,104 (73-2-29 71.15%),1 (0.01),←,
11,"Castagna, Jason",26y 25d,132 (86-2-44 65.91%),126 (0.95),←,
9,"Cotchin, Trent",32y 121d,284 (157-4-123 55.99%),131 (0.46),←,
38,"Cumberland, Noah",21y 144d,6 (2-1-3 41.67%),13 (2.17),←,
28,"Gibcus, Josh",19y 124d,15 (9-0-6 60.00%),3 (0.20),←,
34,"Graham, Jack",24y 162d,96 (63-3-30 67.19%),40 (0.42),←,
19,"Lynch, Tom",29y 279d,209 (87-3-119 42.34%),431 (2.06),78 (50-2-26 65.38%),177 (2.27)
33,"McIntosh, Kamdyn",28y 125d,143 (93-2-48 65.73%),40 (0.28),←,
46,"Miller, Ben",22y 340d,9 (4-2-3 55.56%),1 (0.11),←,
25,"Nankervis, Toby",27y 359d,118 (80-1-37 68.22%),34 (0.29),106 (73-1-32 69.34%),31 (0.29)
50,"Pickett, Marlion",30y 212d,54 (31-3-20 60.19%),14 (0.26),←,
3,"Prestia, Dion",29y 298d,189 (91-2-96 48.68%),59 (0.31),94 (65-2-27 70.21%),29 (0.31)
8,"Riewoldt, Jack",33y 279d,323 (170-7-146 53.72%),751 (2.33),←,
17,"Rioli, Daniel",25y 112d,134 (84-3-47 63.81%),98 (0.73),←,
49,"Rioli, Maurice",19y 339d,14 (9-1-4 67.86%),12 (0.86),←,
5,"Ross, Jack",21y 337d,42 (23-1-18 55.95%),4 (0.10),←,
15,"Short, Jayden",26y 194d,134 (83-3-48 63.06%),27 (0.20),←,
40,"Sonsie, Tyler",19y 191d,4 (2-1-1 62.50%),1 (0.25),←,
6,"Tarrant, Robbie",33y 103d,191 (85-2-104 45.03%),44 (0.23),17 (8-1-8 50.00%),
1,"Vlastuin, Nick",28y 109d,187 (118-3-66 63.90%),27 (0.14),←,
Totals,Totals,26y 61d,2618 (1495-53-1070 57.10%),2003 (0.77),,
C,"Hardwick, Damien",49y 353d,294 (165-5-124 56.97%),,←,
