West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
26,"Ball, Jason",25y 177d,72 (44-0-28 61.11%),98 (1.36),←,
6,"Banfield, Drew",24y 79d,106 (66-0-40 62.26%),39 (0.37),←,
9,"Cousins, Ben",19y 321d,46 (29-0-17 63.04%),67 (1.46),←,
35,"Crabb, Jaxon",18y 191d,2 (1-0-1 50.00%),,←,
29,"Donnelly, Andrew",25y 49d,34 (23-0-11 67.65%),43 (1.26),←,
23,"Fewster, Brendon",24y 133d,8 (3-0-5 37.50%),7 (0.88),←,
19,"Gardiner, Michael",18y 316d,18 (10-0-8 55.56%),12 (0.67),←,
7,"Gehrig, Fraser",22y 75d,70 (41-0-29 58.57%),84 (1.20),←,
27,"Jakovich, Glen",25y 54d,147 (92-1-54 62.93%),26 (0.18),←,
2,"Kemp, Dean",29y 89d,183 (121-2-60 66.67%),103 (0.56),←,
30,"Matera, Peter",29y 44d,171 (113-1-57 66.37%),162 (0.95),←,
11,"McIntosh, Ashley",25y 209d,138 (92-0-46 66.67%),93 (0.67),←,
17,"McKenna, Guy",29y 6d,221 (140-1-80 63.57%),26 (0.12),←,
8,"Metropolis, Daniel",26y 61d,51 (30-0-21 58.82%),28 (0.55),←,
42,"Morrison, Chad",20y 49d,49 (28-0-21 57.14%),42 (0.86),←,
36,"Read, Phillip",18y 209d,7 (2-0-5 28.57%),1 (0.14),←,
21,"Schofield, Jarrad",23y 107d,56 (34-0-22 60.71%),33 (0.59),←,
16,"Symmons, Paul",24y 257d,67 (38-0-29 56.72%),25 (0.37),←,
39,"Waterman, Chris",29y 240d,162 (104-2-56 64.81%),73 (0.45),←,
44,"Wirrpanda, David",18y 287d,12 (8-0-4 66.67%),7 (0.58),←,
13,"Wooden, Josh",19y 184d,25 (12-0-13 48.00%),3 (0.12),←,
24,"Worsfold, John",29y 234d,199 (124-2-73 62.81%),35 (0.18),←,
Totals,Totals,23y 352d,1844 (1155-9-680 62.64%),1007 (0.55),,
C,"Malthouse, Mick",44y 273d,339 (201-4-134 59.88%),,204 (134-2-68 66.18%),
