Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Brown, Leigh",7,7,5,12,,,,3.0,4.0,,,,,,,2.0,10.0,1.0,,8.0,,,100.0
24,"Firrito, Michael",12,5,6,18,1,1.0,,3.0,5.0,3.0,,2.0,1.0,,,3.0,15.0,,,3.0,1.0,,100.0
6,"Grant, Shannon",10,8,6,16,1,1.0,,2.0,,3.0,,2.0,,1.0,,5.0,11.0,,4.0,,,,84.0
15,"Green, Kasey",11,3,12,23,,3.0,,1.0,1.0,3.0,,2.0,,1.0,,5.0,19.0,,1.0,3.0,1.0,1.0,75.0
31,"Hale, David",8,6,6,14,,1.0,15.0,,1.0,,3.0,2.0,,1.0,,3.0,9.0,1.0,,1.0,,,79.0
39,"Harding, Leigh",12,6,7,19,1,1.0,,5.0,2.0,2.0,1.0,1.0,1.0,,,7.0,13.0,,1.0,2.0,5.0,1.0,67.0
4,"Harris, Daniel",10,3,20,30,,,,7.0,1.0,7.0,7.0,4.0,1.0,1.0,2.0,14.0,15.0,,,2.0,,1.0,75.0
29,"Harvey, Brent",8,6,17,25,,,,4.0,3.0,2.0,1.0,2.0,1.0,,,6.0,22.0,,,2.0,3.0,,81.0
21,"Jones, Corey",12,5,13,25,,,1.0,4.0,,2.0,3.0,3.0,2.0,1.0,,8.0,17.0,,1.0,2.0,1.0,,85.0
1,"McIntosh, Hamish",5,6,7,12,,,5.0,,2.0,1.0,1.0,1.0,,,,2.0,10.0,,,2.0,,,59.0
20,"Petrie, Drew",12,10,4,16,,,1.0,1.0,3.0,1.0,,1.0,,1.0,,5.0,11.0,2.0,,6.0,,1.0,100.0
30,"Pratt, Daniel",18,15,8,26,,,,1.0,5.0,2.0,,2.0,,1.0,3.0,2.0,23.0,1.0,,5.0,2.0,,95.0
3,"Rawlings, Brady",13,6,9,22,,,,1.0,1.0,1.0,2.0,,,,,3.0,19.0,,1.0,2.0,,,84.0
26,"Rocca, Saverio",13,11,4,17,4,1.0,,,1.0,4.0,,,,,,6.0,11.0,3.0,6.0,1.0,,2.0,92.0
34,"Schwarze, Ben",8,5,8,16,,,,2.0,,3.0,1.0,4.0,,1.0,,4.0,11.0,1.0,,2.0,1.0,1.0,58.0
7,"Simpson, Adam",7,3,7,14,1,,,5.0,1.0,2.0,3.0,,2.0,,,5.0,14.0,,,3.0,,,66.0
9,"Sinclair, Jess",13,3,14,27,,,,2.0,5.0,2.0,3.0,1.0,,1.0,,4.0,21.0,,,2.0,,,100.0
19,"Swallow, Andrew",9,2,12,21,,,,6.0,2.0,3.0,5.0,1.0,4.0,,,11.0,10.0,,,3.0,,,84.0
23,"Thompson, Nathan",8,7,2,10,3,3.0,,1.0,,,,4.0,1.0,,,2.0,9.0,,6.0,,,,100.0
14,"Urch, Callum",3,2,3,6,,,,1.0,,3.0,2.0,,,,,3.0,3.0,,,2.0,,,42.0
36,"Watt, Shannon",7,6,3,10,1,,,,4.0,1.0,,,2.0,,,2.0,9.0,,,3.0,2.0,,100.0
8,"Wells, Daniel",8,1,5,13,,,,3.0,1.0,2.0,2.0,1.0,2.0,,,3.0,11.0,,,2.0,2.0,1.0,74.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,126,178,392,12,12.0,22.0,52.0,42.0,47.0,34.0,33.0,17.0,9.0,5.0,105.0,293.0,9.0,20.0,56.0,18.0,8.0,
Opposition,Opposition,177,96,137,314,9,11.0,33.0,51.0,34.0,46.0,25.0,34.0,9.0,17.0,1.0,86.0,223.0,6.0,13.0,49.0,30.0,4.0,
