Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
21,"Black, Heath",26y 83d,144 (51-0-93 35.42%),67 (0.47),90 (29-0-61 32.22%),48 (0.53)
2,"Carr, Josh",25y 112d,126 (88-1-37 70.24%),71 (0.56),21 (11-0-10 52.38%),11 (0.52)
9,"Carr, Matthew",26y 233d,115 (43-1-71 37.83%),50 (0.43),87 (36-0-51 41.38%),48 (0.55)
10,"Cook, Troy",29y 7d,168 (77-0-91 45.83%),62 (0.37),125 (53-0-72 42.40%),51 (0.41)
15,"Crowley, Ryan",21y 167d,11 (7-0-4 63.64%),10 (0.91),←,
25,"Dodd, Steven",22y 60d,17 (8-0-9 47.06%),,←,
33,"Farmer, Jeff",28y 56d,198 (91-0-107 45.96%),384 (1.94),80 (39-0-41 48.75%),125 (1.56)
14,"Grover, Antoni",25y 161d,93 (41-0-52 44.09%),14 (0.15),←,
4,"Hasleby, Paul",24y 68d,129 (54-0-75 41.86%),85 (0.66),←,
20,"Longmuir, Justin",24y 210d,120 (49-0-71 40.83%),147 (1.23),←,
18,"McPharlin, Luke",23y 261d,69 (38-0-31 55.07%),47 (0.68),57 (30-0-27 52.63%),44 (0.77)
34,"Medhurst, Paul",23y 251d,86 (44-0-42 51.16%),153 (1.78),←,
16,"Mundy, David",20y 30d,16 (9-0-7 56.25%),1 (0.06),←,
23,"Parker, Shane",32y 182d,205 (77-0-128 37.56%),10 (0.05),←,
29,"Pavlich, Matthew",23y 231d,127 (53-0-74 41.73%),169 (1.33),←,
7,"Peake, Brett",22y 45d,8 (5-0-3 62.50%),4 (0.50),←,
12,"Polak, Graham",21y 64d,62 (34-0-28 54.84%),5 (0.08),←,
31,"Sandilands, Aaron",22y 256d,56 (32-0-24 57.14%),13 (0.23),←,
3,"Schammer, Byron",20y 59d,52 (30-0-22 57.69%),17 (0.33),←,
17,"Schofield, Jarrad",30y 201d,204 (128-1-75 62.99%),127 (0.62),10 (4-0-6 40.00%),2 (0.20)
22,"Thornton, Scott",22y 342d,36 (19-0-17 52.78%),,←,
19,"Walker, James",26y 216d,132 (54-0-78 40.91%),13 (0.10),←,
Totals,Totals,24y 249d,2174 (1032-3-1139 47.47%),1449 (0.67),,
C,"Connolly, Chris",42y 147d,89 (46-0-43 51.69%),,88 (45-0-43 51.14%),
