Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",29y 20d,107 (67-1-39 63.08%),6 (0.06),89 (60-1-28 67.98%),2 (0.02)
20,"Brogan, Dean",25y 230d,49 (37-0-12 75.51%),20 (0.41),←,
7,"Burgoyne, Peter",26y 184d,148 (86-2-60 58.78%),161 (1.09),←,
8,"Burgoyne, Shaun",21y 284d,60 (47-0-13 78.33%),78 (1.30),←,
9,"Carr, Josh",24y 93d,99 (71-1-27 72.22%),55 (0.56),←,
25,"Cassisi, Domenic",21y 313d,36 (28-0-8 77.78%),13 (0.36),←,
26,"Cochrane, Stuart",26y 11d,87 (49-0-38 56.32%),15 (0.17),37 (26-0-11 70.27%),4 (0.11)
35,"Cornes, Chad",24y 262d,115 (74-1-40 64.78%),110 (0.96),←,
18,"Cornes, Kane",21y 208d,62 (45-0-17 72.58%),25 (0.40),←,
17,"Dew, Stuart",24y 348d,130 (76-2-52 59.23%),201 (1.55),←,
33,"Ebert, Brett",20y 256d,16 (11-0-5 68.75%),17 (1.06),←,
38,"James, Roger",28y 284d,130 (79-2-49 61.54%),82 (0.63),←,
29,"Kingsley, Adam",28y 346d,138 (80-2-56 58.70%),30 (0.22),←,
5,"Lade, Brendon",28y 21d,117 (68-2-47 58.97%),86 (0.74),←,
22,"Mahoney, Josh",26y 274d,42 (18-0-24 42.86%),20 (0.48),12 (8-0-4 66.67%),10 (0.83)
3,"Montgomery, Brett",31y 60d,156 (100-2-54 64.74%),94 (0.60),96 (60-1-35 63.02%),40 (0.42)
15,"Pickett, Byron",26y 355d,155 (101-0-54 65.16%),134 (0.86),35 (27-0-8 77.14%),53 (1.51)
27,"Poulton, Jared",27y 101d,85 (54-1-30 64.12%),19 (0.22),←,
6,"Schofield, Jarrad",29y 183d,187 (117-1-69 62.83%),120 (0.64),124 (78-1-45 63.31%),86 (0.69)
28,"Thurstans, Toby",23y 352d,28 (20-0-8 71.43%),18 (0.64),←,
16,"Tredrea, Warren",25y 220d,148 (89-1-58 60.47%),325 (2.20),←,
2,"Wakelin, Darryl",29y 355d,195 (110-1-84 56.67%),12 (0.06),80 (57-0-23 71.25%),4 (0.05)
Totals,Totals,26y 34d,2290 (1427-19-844 62.31%),1641 (0.72),,
C,"Williams, Mark",45y 345d,136 (85-1-50 62.87%),,←,
