Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Brown, Nathan",4,,3.0,7,,,,,,,,,,1.0,,,,,,,,,
18,"Cameron, Leon",7,3.0,2.0,9,,1.0,,,,,,,,,,,,,,,,,
12,"Cook, James",6,3.0,6.0,12,2.0,2.0,,1.0,,,,,1.0,4.0,,,,,,,,,
26,"Cox, Simon",11,8.0,6.0,17,1.0,,,,,,,,1.0,,,,,,,,,,
11,"Curley, Todd",10,2.0,1.0,11,1.0,,,,,,,,2.0,1.0,,,,,,,,,
14,"Darcy, Luke",11,6.0,3.0,14,1.0,,7.0,,,,,,1.0,3.0,,,,,,,,,
21,"Dent, Matthew",8,5.0,7.0,15,,,,,,,,,1.0,1.0,,,,,,,,,
28,"Dimattina, Paul",10,1.0,2.0,12,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
32,"Ellis, Craig",7,5.0,3.0,10,1.0,,1.0,1.0,,,,,1.0,2.0,,,,,,,,,
3,"Grant, Chris",11,10.0,8.0,19,2.0,,,3.0,,,,,,2.0,3.0,,,,,,,,
6,"Johnson, Brad",18,4.0,4.0,22,1.0,1.0,,,,,,,,,,,,,,,,,
35,"Kretiuk, Steven",3,,3.0,6,,,,1.0,,,,,,1.0,,,,,,,,,
39,"Liberatore, Tony",11,1.0,10.0,21,,,,1.0,,,,,,1.0,,,,,,,,,
23,"Martin, Michael",5,2.0,2.0,7,1.0,,,,,,,,,,,,,,,,,,
10,"Montgomery, Brett",7,3.0,,7,2.0,,,,,,,,,1.0,,,,,,,,,
36,"Romero, Jose",18,11.0,8.0,26,2.0,,,3.0,,,,,3.0,2.0,1.0,,,,,,,,
5,"Smith, Rohan",15,4.0,4.0,19,2.0,1.0,,3.0,,,,,1.0,2.0,,,,,,,,,
8,"Southern, Daniel",5,2.0,8.0,13,,,,1.0,,,,,2.0,2.0,,,,,,,,,
34,"West, Mark",5,1.0,1.0,6,,1.0,,1.0,,,,,,2.0,,,,,,,,,
7,"West, Scott",9,,10.0,19,,,,3.0,,,,,,,,,,,,,,,
15,"Wynd, Scott",4,9.0,15.0,19,,,10.0,1.0,,,,,5.0,3.0,2.0,,,,,,,,
Totals,Totals,185,80.0,106.0,291,16.0,7.0,18.0,20.0,,,,,19.0,29.0,6.0,,,,,,,,
Opposition,Opposition,176,58.0,93.0,269,7.0,18.0,25.0,40.0,,,,,29.0,19.0,,,,,,,,,
