Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
28,"Crosisca, Gavin",23y 306d,105 (67-3-35 65.24%),41 (0.39),←,
35,"Daicos, Peter",30y 301d,238 (140-4-94 59.66%),526 (2.21),←,
2,"Francis, Tony",23y 107d,52 (34-2-16 67.31%),38 (0.73),←,
47,"Fraser, Mark",21y 164d,7 (6-0-1 85.71%),3 (0.43),←,
3,"Gayfer, Michael",26y 335d,127 (78-1-48 61.81%),1 (0.01),←,
44,"Kerrison, Shane",27y 111d,109 (67-2-40 62.39%),13 (0.12),←,
15,"Lehmann, Troy",20y 143d,25 (18-0-7 72.00%),23 (0.92),←,
12,"McCartney, Jason",18y 125d,5 (3-0-2 60.00%),3 (0.60),←,
34,"McGuane, Mick",24y 201d,87 (54-2-31 63.22%),57 (0.66),←,
1,"Monkhorst, Damian",22y 331d,69 (46-2-21 68.12%),10 (0.14),←,
7,"Morwood, Shane",30y 229d,194 (117-3-74 61.08%),115 (0.59),177 (108-3-66 61.86%),102 (0.58)
4,"Pert, Gary",27y 50d,179 (89-0-90 49.72%),44 (0.25),16 (12-0-4 75.00%),2 (0.13)
13,"Richardson, Alan",27y 61d,50 (31-2-17 64.00%),10 (0.20),←,
36,"Rocca, Saverio",18y 240d,4 (4-0-0 100.00%),16 (4.00),←,
32,"Rowe, Brad",22y 237d,22 (10-0-12 45.45%),15 (0.68),8 (7-0-1 87.50%),6 (0.75)
29,"Russell, Scott",22y 71d,64 (43-2-19 68.75%),40 (0.63),←,
31,"Saunders, Darren",26y 336d,35 (22-0-13 62.86%),,29 (19-0-10 65.52%),
22,"Shaw, Tony",31y 360d,274 (156-3-115 57.48%),149 (0.54),←,
27,"Starcevich, Craig",25y 62d,102 (61-3-38 61.27%),131 (1.28),←,
19,"Wright, Graham",24y 41d,92 (62-2-28 68.48%),81 (0.88),←,
Totals,Totals,24y 300d,1840 (1108-31-701 60.22%),1316 (0.72),,
C,"Matthews, Leigh",40y 138d,152 (90-3-59 60.20%),,←,
