Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Leon",5,2.0,4.0,9,,,,3.0,,,,,,,,,,,,,,,
28,"Dimattina, Paul",2,,,2,,,,,,,,,,,,,,,,,,,
20,"Ellen, Shane",3,2.0,,3,,,,1.0,,,,,,1.0,,,,,,,,,
3,"Grant, Chris",11,5.0,3.0,14,1.0,,1.0,,,,,,2.0,1.0,,,,,,,,,
1,"Grgic, Ilija",4,2.0,2.0,6,,1.0,2.0,2.0,,,,,1.0,2.0,,,,,,,,,
29,"Griffin, Daryl",11,2.0,1.0,12,,,,1.0,,,,,3.0,1.0,,,,,,,,,
37,"Hargraves, Daniel",5,3.0,1.0,6,2.0,,3.0,,,,,,1.0,1.0,,,,,,,,,
6,"Johnson, Brad",7,3.0,5.0,12,,,,1.0,,,,,2.0,,,,,,,,,,
4,"Kellett, Nigel",12,3.0,4.0,16,1.0,2.0,,2.0,,,,,2.0,,,,,,,,,,
2,"Kolyniuk, Steven",11,6.0,5.0,16,,1.0,,3.0,,,,,2.0,2.0,,,,,,,,,
12,"Koster, Kym",8,1.0,6.0,14,1.0,,,3.0,,,,,,1.0,,,,,,,,,
39,"Liberatore, Tony",11,1.0,6.0,17,,,,5.0,,,,,3.0,1.0,,,,,,,,,
9,"Nicholson, Brad",7,3.0,1.0,8,,,,2.0,,,,,,1.0,,,,,,,,,
44,"Osborne, Richard",13,2.0,,13,1.0,2.0,,,,,,,1.0,,,,,,,,,,
22,"Quill, Peter",9,5.0,7.0,16,,,,1.0,,,,,,3.0,,,,,,,,,
34,"Sexton, Ben",9,5.0,1.0,10,4.0,2.0,,,,,,,2.0,2.0,,,,,,,,,
5,"Smith, Rohan",17,5.0,5.0,22,,1.0,,1.0,,,,,2.0,1.0,3.0,,,,,,,,
17,"Standfield, Barry",4,2.0,2.0,6,,,3.0,2.0,,,,,,2.0,,,,,,,,,
25,"Watts, Jason",7,3.0,,7,,3.0,,2.0,,,,,1.0,,,,,,,,,,
7,"West, Scott",21,2.0,9.0,30,,,,2.0,,,,,2.0,1.0,2.0,,,,,,,,
15,"Wynd, Scott",10,5.0,11.0,21,1.0,,19.0,3.0,,,,,6.0,1.0,,,,,,,,,
Totals,Totals,187,62.0,73.0,260,11.0,12.0,28.0,34.0,,,,,30.0,21.0,5.0,,,,,,,,
Opposition,Opposition,183,75.0,94.0,277,7.0,16.0,12.0,25.0,,,,,21.0,30.0,1.0,,,,,,,,
