Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
14,"Barling, Tim",24y 326d,21 (11-0-10 52.38%),3 (0.14),7 (5-0-2 71.43%),2 (0.29)
16,"Bolton, David",29y 304d,102 (53-0-49 51.96%),53 (0.52),74 (39-0-35 52.70%),42 (0.57)
7,"Carroll, Dennis",29y 187d,172 (85-0-87 49.42%),79 (0.46),←,
29,"Cordy, Neil",31y 35d,196 (79-0-117 40.31%),32 (0.16),57 (28-0-29 49.12%),4 (0.07)
6,"Eustice, Mark",27y 88d,120 (55-0-65 45.83%),53 (0.44),29 (14-0-15 48.28%),8 (0.28)
23,"Fell, Shane",22y 226d,6 (2-0-4 33.33%),13 (2.17),←,
3,"Healy, Gerard",29y 73d,206 (84-0-122 40.78%),272 (1.32),76 (43-0-33 56.58%),83 (1.09)
47,"Higgins, Leon",21y 320d,41 (19-0-22 46.34%),34 (0.83),←,
14,"Kennedy, Michael",26y 123d,63 (41-1-21 65.87%),7 (0.11),4 (1-0-3 25.00%),1 (0.25)
39,"Kerr, Robert",23y 55d,8 (4-0-4 50.00%),1 (0.13),2 (1-0-1 50.00%),1 (0.50)
10,"Mitchell, Barry",24y 157d,117 (58-0-59 49.57%),156 (1.33),←,
35,"Murphy, David",27y 263d,105 (51-0-54 48.57%),66 (0.63),←,
17,"Potter, Craig",24y 114d,37 (21-0-16 56.76%),16 (0.43),←,
8,"Ryan, Matthew",22y 345d,50 (20-1-29 41.00%),51 (1.02),5 (1-0-4 20.00%),7 (1.40)
22,"Scott, Dion",20y 42d,3 (1-0-2 33.33%),,←,
15,"Toohey, Bernard",27y 84d,187 (100-0-87 53.48%),89 (0.48),93 (53-0-40 56.99%),54 (0.58)
48,"Tunbridge, Brad",26y 107d,7 (2-0-5 28.57%),3 (0.43),←,
20,"West, Jim",24y 31d,7 (2-0-5 28.57%),11 (1.57),←,
27,"Wheeler, Sanford",20y 37d,6 (1-0-5 16.67%),2 (0.33),←,
26,"Wright, Stephen",29y 68d,205 (97-0-108 47.32%),222 (1.08),←,
Totals,Totals,25y 222d,1659 (786-2-871 47.38%),1163 (0.70),,
C,"Kinnear, Col",42y 215d,29 (13-0-16 44.83%),,←,
