Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
12,"Ball, Luke",25y 319d,145 (92-0-53 63.45%),58 (0.40),3 (2-0-1 66.67%),
17,"Beams, Dayne",20y 56d,20 (12-0-8 60.00%),16 (0.80),←,
15,"Brown, Leigh",28y 45d,207 (96-1-110 46.62%),94 (0.45),26 (18-0-8 69.23%),10 (0.38)
32,"Cloke, Travis",23y 35d,103 (58-0-45 56.31%),120 (1.17),←,
1,"Davis, Leon",28y 296d,187 (96-0-91 51.34%),241 (1.29),←,
4,"Didak, Alan",27y 53d,161 (92-0-69 57.14%),220 (1.37),←,
25,"Fraser, Josh",28y 94d,194 (106-0-88 54.64%),152 (0.78),←,
18,"Jolly, Darren",28y 154d,169 (88-2-79 52.66%),70 (0.41),3 (2-0-1 66.67%),
24,"Lockyer, Tarkyn",30y 161d,219 (110-0-109 50.23%),145 (0.66),←,
8,"Lumumba, Heritier",23y 145d,88 (52-0-36 59.09%),8 (0.09),←,
30,"Macaffer, Brent",22y 40d,6 (2-0-4 33.33%),4 (0.67),←,
5,"Maxwell, Nick",26y 310d,121 (68-0-53 56.20%),26 (0.21),←,
3,"McCarthy, John",20y 141d,9 (4-0-5 44.44%),4 (0.44),←,
7,"Medhurst, Paul",28y 119d,161 (87-0-74 54.04%),267 (1.66),62 (37-0-25 59.68%),101 (1.63)
11,"OBree, Shane",31y 25d,242 (124-0-118 51.24%),84 (0.35),223 (115-0-108 51.57%),81 (0.36)
10,"Pendlebury, Scott",22y 92d,79 (46-0-33 58.23%),46 (0.58),←,
35,"Prestigiacomo, Simon",32y 68d,222 (100-0-122 45.05%),3 (0.01),←,
22,"Sidebottom, Steele",19y 97d,14 (9-0-5 64.29%),4 (0.29),←,
36,"Swan, Dane",26y 43d,128 (70-0-58 54.69%),80 (0.63),←,
13,"Thomas, Dale",22y 292d,88 (52-0-36 59.09%),69 (0.78),←,
34,"Toovey, Alan",23y 17d,44 (28-0-16 63.64%),6 (0.14),←,
21,"Wellingham, Sharrod",21y 276d,31 (20-0-11 64.52%),11 (0.35),←,
Totals,Totals,25y 164d,2638 (1412-3-1223 53.53%),1728 (0.66),,
C,"Malthouse, Mick",56y 235d,616 (346-4-266 56.49%),,238 (123-0-115 51.68%),
