Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Barlow, Kris",5,3,6,11,,,,4.0,,,2.0,,,,,9.0,2.0,3.0,1.0,,1.0,,91.0
10,"Bateman, Chance",4,1,,4,,,,2.0,2.0,,,1.0,,1.0,,,3.0,,,3.0,,,73.0
30,"Brown, Campbell",9,,1,10,,,,1.0,3.0,1.0,,4.0,2.0,3.0,,5.0,4.0,,,2.0,,,61.0
39,"Campbell, Robert",6,4,5,11,,,19.0,2.0,2.0,1.0,4.0,2.0,2.0,,,7.0,3.0,2.0,,4.0,,,60.0
25,"Clarke, Tim",6,2,7,13,,1.0,,2.0,1.0,3.0,2.0,,3.0,,,10.0,5.0,,,,,,100.0
35,"Cox, Adrian",7,2,1,8,3,1.0,,1.0,,5.0,1.0,4.0,,2.0,,4.0,4.0,1.0,2.0,3.0,,,72.0
9,"Crawford, Shane",10,2,7,17,,,1.0,3.0,4.0,2.0,4.0,1.0,1.0,,,9.0,6.0,,,1.0,1.0,,94.0
19,"Dixon, Ben",10,2,7,17,,,,3.0,4.0,1.0,1.0,5.0,1.0,2.0,,10.0,7.0,1.0,,1.0,,,100.0
34,"Graham, Mark",6,4,3,9,1,,1.0,3.0,,3.0,1.0,,,,,2.0,7.0,,3.0,2.0,,1.0,100.0
3,"Hay, Jonathan",6,1,2,8,,,,,2.0,1.0,,3.0,,1.0,,5.0,3.0,,,4.0,1.0,,95.0
2,"Holland, Nick",6,5,5,11,,1.0,,1.0,1.0,4.0,,5.0,1.0,1.0,,3.0,8.0,,,4.0,2.0,,86.0
8,"Johnson, Brett",11,2,4,15,1,,,3.0,1.0,1.0,4.0,1.0,2.0,,,7.0,7.0,,,1.0,,,43.0
18,"Ladson, Rick",10,5,2,12,,1.0,,1.0,,5.0,1.0,1.0,,,,4.0,8.0,,,,1.0,1.0,85.0
37,"Lekkas, Angelo",13,2,11,24,2,,,7.0,1.0,3.0,6.0,1.0,1.0,,,15.0,8.0,1.0,,,2.0,1.0,98.0
26,"Loats, David",1,,4,5,,,10.0,4.0,1.0,1.0,1.0,3.0,,,,4.0,1.0,,,,,,40.0
28,"Mitchell, Sam",6,1,6,12,,,,8.0,,5.0,3.0,1.0,,1.0,,5.0,7.0,,,,1.0,,61.0
40,"Osborne, Michael",12,5,2,14,,,,4.0,,2.0,,4.0,,2.0,,5.0,9.0,,1.0,6.0,,2.0,80.0
20,"Rawlings, Jade",14,6,8,22,,,,,13.0,,,1.0,2.0,,3.0,11.0,9.0,4.0,,6.0,4.0,,95.0
11,"Smith, Joel",11,,3,14,2,,,4.0,,6.0,2.0,4.0,1.0,1.0,2.0,5.0,8.0,,,2.0,3.0,1.0,100.0
4,"Tallis, Rayden",10,3,4,14,,,,4.0,1.0,4.0,5.0,2.0,1.0,1.0,,9.0,5.0,,,5.0,,,100.0
23,"Thompson, Nathan",10,3,4,14,2,3.0,,2.0,,3.0,1.0,1.0,,,,5.0,9.0,1.0,,,,,93.0
21,"Vandenberg, Richard",8,3,1,9,,,,4.0,2.0,2.0,2.0,2.0,1.0,,,3.0,6.0,,,5.0,,,74.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,181,56,93,274,11,8.0,31.0,63.0,38.0,53.0,40.0,46.0,18.0,15.0,5.0,137.0,129.0,13.0,7.0,49.0,16.0,6.0,
Opposition,Opposition,179,49,104,283,9,9.0,50.0,38.0,35.0,48.0,42.0,36.0,15.0,18.0,1.0,146.0,126.0,13.0,8.0,50.0,15.0,3.0,
