Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
16,"Brown, Nathan",19y 181d,12 (7-0-5 58.33%),3 (0.25),←,
40,"Bryan, Chris",26y 101d,33 (13-1-19 40.91%),17 (0.52),17 (10-0-7 58.82%),8 (0.47)
17,"Burns, Scott",33y 175d,255 (116-1-138 45.69%),147 (0.58),←,
18,"Clarke, Martin",20y 215d,22 (13-0-9 59.09%),6 (0.27),←,
32,"Cloke, Travis",21y 102d,67 (36-0-31 53.73%),74 (1.10),←,
1,"Davis, Leon",26y 364d,151 (73-0-78 48.34%),191 (1.26),←,
4,"Didak, Alan",25y 121d,132 (74-0-58 56.06%),189 (1.43),←,
25,"Fraser, Josh",26y 162d,167 (89-0-78 53.29%),140 (0.84),←,
26,"Johnson, Ben",27y 71d,166 (88-0-78 53.01%),49 (0.30),←,
24,"Lockyer, Tarkyn",28y 229d,179 (86-0-93 48.04%),104 (0.58),←,
8,"Lumumba, Heritier",21y 213d,48 (28-0-20 58.33%),3 (0.06),←,
5,"Maxwell, Nick",25y 12d,83 (45-0-38 54.22%),19 (0.23),←,
7,"Medhurst, Paul",26y 187d,128 (67-0-61 52.34%),223 (1.74),29 (17-0-12 58.62%),57 (1.97)
11,"OBree, Shane",29y 92d,204 (102-0-102 50.00%),78 (0.38),185 (93-0-92 50.27%),75 (0.41)
10,"Pendlebury, Scott",20y 160d,43 (24-0-19 55.81%),30 (0.70),←,
20,"Reid, Ben",19y 47d,5 (1-0-4 20.00%),2 (0.40),←,
39,"Shaw, Heath",22y 201d,65 (36-0-29 55.38%),16 (0.25),←,
22,"Shaw, Rhyce",26y 243d,86 (45-0-41 52.33%),17 (0.20),←,
36,"Swan, Dane",24y 111d,88 (46-0-42 52.27%),46 (0.52),←,
13,"Thomas, Dale",20y 360d,53 (31-0-22 58.49%),45 (0.85),←,
14,"Wakelin, Shane",33y 308d,244 (118-2-124 48.77%),20 (0.08),150 (77-0-73 51.33%),1 (0.01)
21,"Wellingham, Sharrod",19y 344d,6 (5-0-1 83.33%),2 (0.33),←,
Totals,Totals,24y 298d,2237 (1143-4-1090 51.10%),1421 (0.64),,
C,"Malthouse, Mick",54y 303d,576 (322-4-250 56.25%),,198 (99-0-99 50.00%),
