Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
3,"Coniglio, Stephen",23y 233d,89 (38-0-51 42.70%),35 (0.39),←,
35,"Corr, Aidan",23y 80d,53 (21-2-30 41.51%),1 (0.02),←,
1,"Davis, Phil",26y 340d,115 (52-2-61 46.09%),6 (0.05),97 (41-2-54 43.30%),5 (0.05)
24,"de Boer, Matt",27y 148d,148 (84-3-61 57.77%),52 (0.35),10 (6-2-2 70.00%),4 (0.40)
7,"Deledio, Brett",30y 109d,244 (111-5-128 46.52%),183 (0.75),1 (1-0-0 100.00%),1 (1.00)
19,"Haynes, Nick",25y 79d,75 (33-2-40 45.33%),8 (0.11),←,
27,"Himmelberg, Harry",21y 89d,11 (9-0-2 81.82%),3 (0.27),←,
2,"Hopper, Jacob",20y 180d,17 (13-0-4 76.47%),8 (0.47),←,
17,"Johnson, Steve",34y 32d,289 (202-4-83 70.59%),510 (1.76),36 (24-1-11 68.06%),58 (1.61)
22,"Kelly, Josh",22y 174d,78 (41-2-35 53.85%),49 (0.63),←,
15,"Kennedy, Matthew",20y 121d,18 (10-2-6 61.11%),7 (0.39),←,
37,"Lobb, Rory",24y 177d,50 (29-2-19 60.00%),52 (1.04),←,
41,"Mumford, Shane",31y 31d,169 (109-4-56 65.68%),51 (0.30),69 (40-2-27 59.42%),12 (0.17)
9,"Scully, Tom",26y 82d,145 (57-3-85 40.34%),70 (0.48),114 (44-2-68 39.47%),64 (0.56)
23,"Shaw, Heath",31y 251d,256 (156-4-96 61.72%),39 (0.15),83 (46-2-35 56.63%),2 (0.02)
5,"Shiel, Dylan",24y 149d,106 (43-2-61 41.51%),56 (0.53),←,
10,"Smith, Devon",24y 77d,107 (37-2-68 35.51%),100 (0.93),←,
20,"Tomlinson, Adam",23y 360d,86 (30-2-54 36.05%),19 (0.22),←,
8,"Ward, Callan",27y 117d,186 (80-2-104 43.55%),93 (0.50),126 (48-2-76 38.89%),60 (0.48)
6,"Whitfield, Lachie",23y 18d,84 (35-2-47 42.86%),40 (0.48),←,
29,"Williams, Zac",22y 319d,70 (36-0-34 51.43%),20 (0.29),←,
16,"Wilson, Nathan",24y 210d,71 (37-2-32 53.52%),15 (0.21),←,
Totals,Totals,25y 153d,2467 (1263-47-1157 51.20%),1417 (0.57),,
C,"Cameron, Leon",44y 337d,87 (46-2-39 54.02%),,←,
