St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Bowey, Brett",11,1,6,17,2,,,1.0,,,,,2.0,,,,,,,,,,
3,"Burke, Nathan",13,3,6,19,1,1.0,,4.0,,,,,,2.0,,,,,,,,,
15,"Coghlan, Frank",2,1,2,4,,,,,,,,,,1.0,,,,,,,,,
34,"Daniels, Jayson",11,1,14,25,,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
20,"Dwyer, Mick",5,2,5,10,2,,,,,,,,1.0,,,,,,,,,,
16,"Fletcher, Adrian",1,,3,4,,,,,,,,,2.0,,,,,,,,,,
2,"Frawley, Danny",3,2,4,7,,,,5.0,,,,,2.0,,,,,,,,,,
32,"Georgiou, John",14,2,8,22,,,,3.0,,,,,3.0,,,,,,,,,,
6,"Grant, David",12,4,4,16,,,,3.0,,,,,1.0,,,,,,,,,,
35,"Harvey, Robert",23,5,14,37,,,,1.0,,,,,1.0,,1.0,,,,,,,,
52,"Kickett, Dale",6,,5,11,,1.0,,1.0,,,,,3.0,,,,,,,,,,
4,"Lockett, Tony",10,8,3,13,7,1.0,5.0,,,,,,1.0,6.0,,,,,,,,,
23,"Loewe, Stewart",14,10,8,22,,,2.0,1.0,,,,,1.0,3.0,,,,,,,,,
5,"McAdam, Gilbert",16,4,9,25,,,,3.0,,,,,1.0,,,,,,,,,,
12,"Morris, Russell",17,11,6,23,2,,,2.0,,,,,3.0,,2.0,,,,,,,,
41,"Pekin, Tim",6,1,7,13,,,,4.0,,,,,1.0,1.0,,,,,,,,,
13,"Ralphsmith, Sean",8,2,7,15,,,,4.0,,,,,2.0,1.0,,,,,,,,,
31,"Shanahan, Jamie",10,3,1,11,,,,1.0,,,,,1.0,1.0,,,,,,,,,
9,"Vidovic, Lazar",8,6,6,14,,,18.0,1.0,,,,,4.0,2.0,,,,,,,,,
7,"Winmar, Nicky",28,7,9,37,1,,,4.0,,,,,1.0,2.0,3.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,73,127,345,15,5.0,25.0,41.0,,,,,31.0,20.0,6.0,,,,,,,,
Opposition,Opposition,202,68,79,281,3,11.0,14.0,28.0,,,,,20.0,31.0,,,,,,,,,
